"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"RAD-R800111200","R800111200","Radial ProAV1 Passive DI for AV with stereo-to-mono mix, RCA, 35mm and XLR inputs","2","R 3,152.00"
"RAD-R800111500","R800111500","Radial ProAV2 Passive DI for AV,  2-channels with RCA, 3.5mm and XLR inputs","2","R 4,678.00"
"RAD-R800111700","R800111700","Radial Trim-Two Passive DI for AV with level control, 2 channels with mono merge","1","R 4,271.00"
"RAD-R800112000","R800112000","Radial ProD8 8-ch passive DI for keyboards, 1RU 19" rackmount, reversible rack ears","0","R 22,960.00"
"HER-GS412BPLUS","PSAGX0000200","Hercules Stands GS412B PLUS Auto Grip Guitar Stand w/ Foldable Backrest","78","R 730.00"
"HER-GS414BPLUS","PSAGX0000196","Hercules Stands GS414B PLUS Auto Grip Guitar Stand w/ SFF on Legs","116","R 730.00"
"PLU-AC1R","PLU-AC1R","Plus Audio AC1R Rack Mount Amplifier module","1","R 54,000.00"
"HER-MS300BPLUS","PSAMX0000247","Hercules Stands MS300B PLUS Tabletop Microphone Stand, Tripod w/ Tilting Shaft and EZ Grip","55","R 557.00"
"HER-MS401BPLUS","PSAMX0000228","Hercules Stands MS401B PLUS Transformer Mic. Stand w/ Tilting Shaft","18","R 1,054.00"
"HER-MS432B","PSAMX0000046","Hercules Stands MS432B Stage Series Quick Turn Tripod Mic. Stand w/ 2-in-1 Boom","619","R 568.00"
"HER-MS434B","PSAMX0000241","Hercules Stands MS434B Stage Series Quick Turn Tripod Mic. Stand w/ 2-Way Boom","174","R 568.00"
"RAD-R700013000","R700013000","Radial X-AMP 500 Class-A Reamp with two isolated outputs & adjustable level controls","0","R 7,321.00"
"RAD-R800810000","R800810000","Radial SW8 8-ch backing track switcher with D-Subs & 1/4" inputs & isolated DI outs","0","R 32,144.00"
"RAD-R800810100","R800810100","Radial SW8-USB 8-ch USB backing track auto switcher with DB-25 and isolated XLR outs","0","R 50,512.00"
"RAD-R800810200","R800810200","Radial Backtrack Stereo backing track switcher with 3.5mm & 1/4" inputs, isolated DI outs","0","R 9,762.00"
"RAD-R800811000","R800811000","Radial SW4 4-ch balanced stereo AB input switcher with summed outputs and PFL","0","R 36,736.00"
"HER-SS100B","PSTAX0000017","Hercules Stands SS100B EZ Speaker Stand Adaptor","18","R 416.00"
"HER-SS200BB","PSAHX0000023","Hercules Stands SS200BB Stage Series Speaker Stand w/ Smart Adaptor w/ Bag (Twin pack)","93","R 1,833.00"
"HER-DS533BB","PSADX0000091","Hercules Stands DS533BB 1 Alto/Tenor SAX and 1 Soprano SAX Stand w/ Bag","11","R 557.00"
"HER-DS535B","PSADX0000094","Hercules Stands DS535B Baritone SAX Stand","13","R 790.00"
"HER-DS536B","PSADX0000098","Hercules Stands DS536B 1 Baritone SAX and 1 Alto/Tenor SAX Stand","9","R 1,074.00"
"HER-DS537B","PSADX0000141","Hercules Stands DS537B Duo Alto/Tenor SAX Stand","9","R 1,033.00"
"HER-DS538B","PSADX0000145","Hercules Stands DS538B Duo Alto/Tenor SAX Stand w/ 2 Clarinet/Flute pegs and 1 Soprano SAX peg","8","R 1,317.00"
"HER-DS543BB","PSADX0000102","Hercules Stands DS543BB 2 Clarinets/Flutes and 1 Piccolo Stand w/ Bag","12","R 517.00"
"HER-DS550BB","PSADX0000125","Hercules Stands DS550BB French Horn Stand w/ Bag","16","R 476.00"
"HER-BS050B","PSABX0000069","Hercules Stands BS050B Three-section Music Stand w/ Bag","86","R 446.00"
"HER-BS100B","PSABX0000059","Hercules Stands BS100B Two-section EZ Glide Music Stand","0","R 557.00"
"HER-BS118BB","PSABX0000077","Hercules Stands BS118BB Three-section EZ Grip Music Stand w/ Bag","43","R 689.00"
"HER-BS010BB","PSABX0000180","Hercules Stands BS010BB Table Music Stand","12","R 314.00"
"HER-BS020BB","PSABX0000177","Hercules Stands BS020BB Compact Music Stand","0","R 314.00"
"HER-BS030BB","PSABX0000149","Hercules Stands BS030BB Compact Music Stand","10","R 314.00"
"HER-MS632BPLUS","PSAMX0000234","Hercules Stands MS632B PLUS One-Handed EZ Grip Tripod Mic. Stand w/ 2-in-1 Boom","20","R 1,216.00"
"HER-MSB001","PSTZX0000022","Hercules Stands MSB001 Speaker/Mic. Stand Combo Bag","18","R 669.00"
"HER-PMKMH25P01","","Hercules PMKMH25P01 Display Stand","7","R 9,999.00"
"ADA-K3AMF3JM3","","Adam Hall Cables K3AMF3JM3 3.5mm Stereo female Jack to 1/4'' Stereo Male Jack","134","R 42.00"
"ADA-K3BFV0100","K3BFV0100","Adam Hall Cables K3 BFV 0100 - Microphone Cable XLR F to 6.3mm Jack stereo 1m","53","R 164.00"
"ADA-K3BFV0300","K3BFV0300","Adam Hall Cables K3 BFV 0300 - Microphone Cable XLR F to 6.3mm Jack stereo 3m","1","R 236.00"
"ADA-K3BFV1000","K3BFV1000","Adam Hall Cables K3BFV1000 - Microphone Cable XLR female to 6.3 mm Jack stereo 10 m","15","R 403.00"
"ADA-7549","7549","Adam Hall Connectors 7549 - Y-Connector 2 x mono RCA female to 6.3mm stereo Jack male","90","R 09.00"
"ADA-7550","7550","Adam Hall Connectors 7550 - Y-Connector 2 x mono RCA female to 3.5mm stereo Jack male","317","R 08.00"
"ADA-7551","7551","Adam Hall Connectors 7551 - Adapter 6.3mm stereo Jack female to 6.3mm stereo Jack","45","R 51.00"
"ADA-7552","7552","Adam Hall Connectors 7552 - Adapter 2 x mono RCA female to 2 x mono RCA female","45","R 49.00"
"ADA-K3BVV0030SET","K3BVV0030SET","Adam Hall Cables K3 BVV 0030 SET - Patch Cable Set of 6 cables 6.3mm TRS to 6.3mm TRS 0.3m","25","R 215.00"
"ADA-K3IPP0900","K3IPP0900","Adam Hall Cables K3IPP0900 - Instrument Cable 6.3 mm Jack mono to 6.3 mm Jack mono 9 m","83","R 334.00"
"ADA-K3MFP0600","K3MFP0600","Adam Hall Cables K3mFP 0600 - Microphone Cable XLR F to 6.3mm Jack mono 6m","3","R 279.00"
"ADA-K3MFP1000","K3MFP1000","Adam Hall Cables K3MFP1000 - Microphone Cable XLR female to 6.3 mm Jack mono 10 m","71","R 399.00"
"ADA-K3YVPP0600","K3YVPP0600","Adam Hall Cables K3 YVPP 0600 - Audio Cable 6.3mm Jack stereo to 2 x 6.3mm Jack mono 6m","23","R 250.00"
"ADA-K3YWCC0100","K3YWCC0100","Adam Hall Cables K3 YWCC 0100 - Audio Cable 3.5mm Jack stereo to 2 x RCA male 1m","36","R 118.00"
"ADA-K3YWCC0300","K3YWCC0300","Adam Hall Cables K3 YWCC 0300 - Audio Cable 3.5mm Jack stereo to 2 x RCA male 3m","32","R 163.00"
"ADA-K3YWCC0600","K3YWCC0600","Adam Hall Cables K3 YWCC 0600 - Audio Cable 3.5mm Jack stereo to 2 x RCA male 6m","4","R 227.00"
"ADA-K4BVV0600","K4BVV0600","Adam Hall Cables K4 BVV 0600 - Patch Cable REAN 6.3mm Jack stereo to 6.3mm Jack stereo 6m","13","R 451.00"
"HER-BS418BPLUS","PSABX0000173","Hercules Stands BS418B PLUS Orchestra Stand, Perforated Desk","24","R 1,570.00"
"HER-BSB001","PSTZX0000002","Hercules Stands BSB001 Orchestra Stand Bag","20","R 436.00"
"HER-BSB002","PSTZX0000006","Hercules Stands BSB002 Music Stand Bag for BS100B","50","R 203.00"
"HER-BSC800","PSABX0000001","Hercules Stands BSC800 Music Stand Cart for EZ Grip Symphony Stand(BS200B)","12","R 5,276.00"
"HER-DG107B","PSACX0000026","Hercules Stands DG107B Universal Podcast Mic and Camera Arm Stand","45","R 942.00"
"HER-DG137B","PSACX0000029","Hercules Stands DG137B Multi Mount","14","R 487.00"
"HER-MH100B","PSTAX0000010","Hercules Stands MH100B EZ Mic. Clip (Accept Mic. Size 20~35mm O/D)","97","R 132.00"
"HER-MH101B","PSTAX0000013","Hercules Stands MH101B EZ Mic. Holder (Accept Mic. Size 25~30mm O/D)","137","R 132.00"
"HER-MH200B","PSAMX0000222","Hercules Stands MH200B Pop Filter","151","R 314.00"
"ADA-K32C30","K32C30","Adam Hall Cables K 32 C 30 - Multicore with Stage Box 24/8 30 m","1","R 16,495.00"
"ADA-K3BYW0300","","Adam Hall Cables K3BYW0300 3.5mm Stereo Female Jack to 3.5mm Stereo Male Jack Headphone Extension Cable 3m","31","R 139.00"
"HER-MS531B","PSAMX0000065","Hercules Stands MS531B EZ Clutch Tripod Mic. Stand w/ Boom","34","R 1,104.00"
"HER-MS532B","PSAMX0000069","Hercules Stands MS532B EZ Clutch Tripod Mic. Stand w/ 2-in-1 Boom","96","R 1,165.00"
"HER-HA201","PSTZX0000028","Hercules Stands HA201 AGS Guitar Stand Lock (12 Locks, 3 Keys)","4","R 719.00"
"HER-HA205","PSTZX0000030","Hercules Stands HA205 Extension Yoke for Guitar Display Rack(GS523B/525B)","111","R 122.00"
"HER-HA206","PSTZX0000035","Hercules Stands HA206 Guitar Maintenance Neck Cradle","0","R 223.00"
"HER-HA100","PSTZX0000020","Hercules Stands HA100 Mute Holder for 4 Mutes","0","R 395.00"
"HER-HA101S","PSTZX0000043","Hercules Stands HA101S AGS Guitar Stand Lock (1 Lock, 2 Keys)","0","R 82.00"
"HER-HA103","PSTZX0000061","Hercules Stands HA103 Music Stand Tray","12","R 254.00"
"ADA-K3BVV0600","K3BVV0600","Adam Hall Cables K3 BVV 0600 - Audio Cable 6.3mm Jack stereo to 6.3mm Jack stereo 6m","3","R 313.00"
"ADA-K3IRR0015","K3IRR0015","Adam Hall Cables K3 IRR 0015 - Instr Cable 6.3mm angled Jack mono to 6.3mm angled Jack mono 0.15m","50","R 134.00"
"ADA-K3MMF1000","K3MMF1000","Adam Hall Cables K3MMF1000 - Microphone Cable XLR female to XLR male 10 m","2","R 400.00"
"ADA-K4BFV1000","K4BFV1000","Adam Hall Cables K4 BFV 1000 - Microphone Cable REAN XLR F to 6.3mm Jack stereo 10m","24","R 545.00"
"ADA-K4BMV1000","K4BMV1000","Adam Hall Cables K4 BMV 1000 - Microphone Cable REAN XLR M to 6.3mm Jack stereo 10m","3","R 542.00"
"ADA-K4BOV0300","K4BOV0300","Adam Hall Cables K4 BOV 0300 - Headphone Extension 6.3mm Jack stereo to 6.3mm Jack stereo 3m","4","R 403.00"
"ADA-K4MMF0750","K4MMF0750","Adam Hall Cables K4mMF 0750 - Microphone Cable REAN XLR M to XLR F 7.5m","25","R 483.00"
"ADA-K4TPC0300","K4TPC0300","Adam Hall Cables K4 TPC 0300 - Audio Cable REAN 2 x RCA male to 2 x 6.3mm Jack mono 3m","81","R 538.00"
"ADA-K4YWCC0150","K4YWCC0150","Adam Hall Cables K4 YWCC 0150 - Audio Cable REAN 3.5mm Jack stereo to 2 x RCA male 1.5m","46","R 347.00"
"ADA-K4YWCC0300","K4YWCC0300","Adam Hall Cables K4 YWCC 0300 - Audio Cable REAN 3.5mm Jack stereo to 2 x RCA male 3m","100","R 385.00"
"HER-DS504B","PSTZX0000016","Hercules Stands DS504B Peg for Piccolo","8","R 173.00"
"HER-DS510BB","PSADX0000037","Hercules Stands DS510BB Trumpet Stand w/ Bag","45","R 416.00"
"HER-DS513BB","PSADX0000041","Hercules Stands DS513BB 2 Trumpets/Cornets and 1 Flugelhorn Stand w/ Bag","6","R 588.00"
"HER-DS520B","PSADX0000076","Hercules Stands DS520B Trombone Stand","18","R 608.00"
"SP-CABH75632M32F6705","SP-SP-CABH75632M32F6705","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 5m","0","R 2,021.00"
"SP-CABH75632M32F6710","SP-SP-CABH75632M32F6710","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 10m","0","R 3,288.00"
"SP-CABH75632M32F6715","SP-SP-CABH75632M32F6715","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 15m","0","R 4,555.00"
"SP-CABH75632M32F6720","SP-SP-CABH75632M32F6720","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 20m","5","R 5,821.00"
"SP-CABH75163M63F6730","SP-SP-CABH75163M63F6730","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 30m","0","R 22,144.00"
"SP-CABH75163M63F6740","SP-SP-CABH75163M63F6740","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 40m","0","R 28,744.00"
"SP-CABH75163M63F6750","SP-SP-CABH75163M63F6750","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 50m","0","R 35,344.00"
"SP-BAG-PLU-MPS12A","SP-BAG-PA-MPS12A","Stage Plus Padded Protective Bag for Plus Audio MPS12A Speaker","21","R 748.00"
"SP-BAG-PLU-MPS12A-IO","SP-BAG-PLU-MPS12A-IO","Stage Plus Padded Protective Bag for Plus Audio MPS12A Speaker (In-Operation)","0","R 1,198.00"
"SP-BAG-PLU-MPS12A-V2","SP-BAG-PLU-MPS12A-V2","Stage Plus Padded Protective Bag for Plus Audio MPS12A Speaker (Black Canvas / Flaps over handles)","0","R 1,497.00"
"HER-GSP39SBPLUS","PSAPX0000064","Hercules Stands GSP39SB PLUS Auto Grip Guitar Hanger for Slat Wall, Short Arm (with 16 mm insertion)","72","R 294.00"
"HER-GSP39WBPLUS","PSAPX0000077","Hercules Stands GSP39WB PLUS Auto Grip Guitar Hanger for Wall Mounting w/ Steel Base, Short Arm","1715","R 294.00"
"HER-UKS100B","PSAGX0000213","Hercules Stands UKS100B Auto Grip Ukulele Stand w/ Foldable Yoke","117","R 588.00"
"HER-USP10SB","PSAPX0000084","Hercules Stands USP10SB Auto Grip Ukulele Hanger for Slat Wall, Short Arm (with 16 mm insertion)","56","R 264.00"
"HER-USP10WB","PSAPX0000081","Hercules Stands USP10WB Auto Grip Ukulele Hanger for Wall Mounting w/ Wood Base, Short Arm","101","R 264.00"
"HER-USP20CB","PSAPX0000078","Hercules Stands USP20CB Auto Grip Ukulele Clamp","21","R 476.00"
"SP-BAG-PLU-MPS15A","SP-BAG-PA-MPS15A","Stage Plus Padded Protective Bag for Plus Audio MPS15A Speaker","12","R 792.00"
"SP-BAG-PLU-MPS15A-IO","SP-BAG-PLU-MPS15A-IO","Stage Plus Padded Protective Bag for Plus Audio MPS12A Speaker (In-Operation)","0","R 1,249.00"
"SP-BAG-PLU-MPS15A-V2","SP-BAG-PLU-MPS15A-V2","Stage Plus Padded Protective Bag for Plus Audio MPS12A Speaker (Black Canvas / Flaps over handles)","0","R 1,561.00"
"SP-BAG-PLU-MPS18BA","SP-BAG-PLU-MPS18BA","Stage Plus Padded Protective Bag for Plus Audio MPS18BA Subwoofer","6","R 1,444.00"
"RAD-R800150000","R800150000","Radial HotShot DM1 Momentary footswitch toggles dynamic mic from PA to intercom","8","R 3,152.00"
"RAD-R800150100","R800150100","Radial HotShot MD Dynamic Microphone Switcher","4","R 4,067.00"
"RAD-R800150500","R800150500","Radial HotShot 48 Phantom Power supply and footswitch toggles condensor mic between two outputs","0","R 6,711.00"
"RAD-R800150800","R800150800","Radial HotShot ABi Latching footswitch toggles two XLR inputs to one XLR output","0","R 3,152.00"
"RAD-R800150900","R800150900","Radial HotShot ABo Latching footswitch toggles one XLR input to two XLR outputs","0","R 3,152.00"
"RAD-R800170002","R800170002","Radial SGI RX Instrument line driver (receive only)","0","R 4,360.00"
"RAD-R800011000","R800011000","Radial StageBug SB-1 Active Compact active DI for acoustic guitar & bass, 48V phantom powered","22","R 1,803.00"
"RAD-R800012000","R800012000","Radial StageBug SB-2 Passive Compact passive DI for bass & keyboards w/ stereo to mono mix","9","R 1,803.00"
"RAD-R800015500","R800015500","Radial StageBug SB-5W WallDI Wall-mount stereo DI, passive, fits in single gang receptacle","0","R 3,227.00"
"RAD-R800016000","R800016000","Radial StageBug SB-6 Isolator Compact stereo isolator for bal/unbalanced signals, passive","0","R 3,037.00"
"RAD-R800101000","R800101000","Radial JDI Passive DI for acoustic guitar, bass and keyboards - Industry standard","3","R 5,288.00"
"RAD-R800103100","R800103100","Radial Ice Cube Line level isolator, passive 1 channel balanced with Eclipse transfomer","3","R 1,729.00"
"RAD-R800103300","R800103300","Radial LX2 Line splitter, passive, 1 input, 1 direct out & 1 Jensen Iso output with trim","1","R 5,694.00"
"RAD-R800103400","R800103400","Radial LX3 Line splitter, passive, 1 input, 1 direct out & 2 Jensen isolated outputs","0","R 6,914.00"
"RAD-R800103500","R800103500","Radial SAT2 Line level stereo attenuator, passive, TRS & XLR inputs, XLR outs","0","R 4,067.00"
"RAD-R800103600","R800103600","Radial MIX 2:1 2 channel stereo to mono mixer, passive, TRS & XLR inputs, XLR out","0","R 3,864.00"
"RAD-R800103700","R800103700","Radial Reamp Station Combination Active Direct Box and Reamp JCR","0","R 7,800.00"
"RAD-R800103800","R800103800","Radial Reamp HP Reamper for computer/interface headphone outputs","0","R 2,136.00"
"RAD-R800208200","R800208200","Radial JR1-L Latching footswith with active (LED) or passive circuit selector","0","R 3,566.00"
"RAD-R800209000","R800209000","Radial JR2 Remote control with A/B input select and mute with LED indicators","0","R 3,566.00"
"RAD-R800300100","R800300100","Radial J48 Active DI for acoustic guitar & bass, extra headroom & high-pass filter","5","R 5,288.00"
"RAD-R800650700","R800650700","Radial JX42 V2 Guitar selector, 4 inputs with AB amp isolated outputs","0","R 24,000.00"
"RAD-R800660000","R800660000","Radial JR5 Remote footswitch controller for JX44 for channel select and muting","0","R 7,966.00"
"RAD-R800102000","R800102000","Radial Duplex Passive DI, 2-chan for keyboards with 1/4", RCA, 3.5mm & XLR inputs","0","R 9,762.00"
"RAD-R800102200","R800102200","Radial JS2 Mic splitter, passive, 1 input, 2 direct outs & 1 Jensen isolated output","0","R 5,796.00"
"RAD-R800102300","R800102300","Radial JS3 Mic splitter, passive, 1 input, 1 direct out & 2 Jensen isolated outputs","0","R 6,914.00"
"RAD-R800102400","R800102400","Radial Twin-Iso Line level isolator, passive 2 channel balanced with Jensen transformers","0","R 6,914.00"
"RAD-R800142500","R800142500","Radial Voco-Loco Microphone effects loop & switcher for guitar effects pedals","0","R 7,728.00"
"RAD-R800142700","R800142700","Radial Key-Largo Keyboard mixer, 3 stereo inputs, effects bus, USB, balanced XLR outs","0","R 10,168.00"
"RAD-R800142800","R800142800","Radial KL-8 Rackmount keyboard mixer, 4 stereo inputs, redundant USB, linkable","0","R 19,319.00"
"RAD-R700911000","R700911000","Radial Solo Blank, single space panel for 500 series power racks","0","R 264.00"
"RAD-R700911100","R700911100","Radial Duo Blank, double space panel for 500 series power racks","0","R 305.00"
"RAD-R800102800","R800102800","Radial X-Amp Active class-A Reamper, dual output with level control & polarity reverse","0","R 5,288.00"
"RAD-R800103000","R800103000","Radial Reamp JCR Passive John Cuniberti  Reamper with level control & filter","0","R 5,288.00"
"RAD-R800105700","R800105700","Radial BT-Pro V2 BlueTooth wireless receiver with balanced stereo DI outputs","0","R 7,423.00"
"RAD-R800106200","R800106200","#Radial DiNet Dan-TX Dante network transmitter, stereo DI inputs and digital out","1","R 10,430.00"
"RAD-R800106300","R800106300","Radial DiNet Dan-RX Dante network receiver, digital inputs and stereo analog outputs","0","R 10,168.00"
"RAD-R800106400","R800106400","Radial DiNet DAN-TX2 Dante network transmitter, stereo line level XLR/TRS inputs with level controls","0","R 11,795.00"
"RAD-R800106500","R800106500","Radial DiNet DAN-RX2 Dante network receiver, Ethercon input with stereo XLR analog outputs","0","R 11,795.00"
"RAD-R800105000","R800105000","Radial USB-Pro Digital USB DI for laptops, 24/96 with heapdhone amp & isolated outs","2","R 5,898.00"
"RAD-R800130000","R800130000","Radial J33 RIAA turntable pre-amp and DI for dynamic phono cartridges","0","R 5,288.00"
"RAD-R800153000","R800153000","Radial Highline Passive mono line isolator","0","R 3,762.00"
"RAD-R800153800","R800153800","Radial Highline Stereo Stereo Line Isolator for Amp Modellers and Pedalboards, Jensen-Equipped","0","R 5,084.00"
"RAD-R800650200","R800650200","Radial JX44 V2 Guitar & amp controller, 4 inputs, 4 isolated outputs, DI box & Reamper","0","R 42,000.00"
"RAD-R800707200","R800707200","Radial Bassbone OD Bass preamp, 2 ch w/overdrive, FX loop, built-in DI & headphone amp","0","R 9,660.00"
"RAD-R800707500","R800707500","Radial Dragster Load correction device for magnetic pickups, compact & light weight","0","R 1,424.00"
"RAD-R800708200","R800708200","Radial Headbone VT Head switcher for 2 tube (valve) guitar amps, Slingshot remote input","0","R 7,728.00"
"RAD-R800708500","R800708500","Radial PZ-Pre Acoustic instrument preamp, dual input w/ EQ, notch filter and Radial DI","1","R 8,541.00"
"RAD-R800708800","R800708800","Radial CabLink Passive speaker cabinet merger for two guitar cabinets","0","R 3,050.00"
"RAD-R800708900","R800708900","Radial PZ-Pro Acoustic instrument preamp, 2 ch w/dual EQ, 48V mic in, Radial DI","0","R 13,015.00"
"RAD-R800709600","R800709600","Radial Headlight Amp selector with up to 4 outputs, isolated with 180 pol reverse*","0","R 6,101.00"
"RAD-R800711500","R800711500","Radial Twin City ABY switcher, active class-A w/ Drag Control, phase rev & isolated out *","0","R 4,678.00"
"RAD-R800800300","R800800300","Radial OX8-r 8 channel mic splitter, Eclipse isolation transformers, D-subs & XLRs","0","R 25,600.00"
"RAD-R800800400","R800800400","Radial OX8-j 8 channel mic splitter, Jensen isolation transformers, D-subs & XLRs","0","R 35,200.00"
"RAD-R800732000","R800732000","Radial PZ-Deluxe Acoustic instrument preamp w/parametric EQ and built-in Radial DI","0","R 6,508.00"
"RAD-R800732200","R800732200","Radial AC Driver Acoustic instrument preamp w/low cut and notch filter, built-in Radial DI*","0","R 4,474.00"
"RAD-R800802200","R800802200","Radial Catapult TX4 4ch transmitter, with balanced i/o, uses shielded cat-5","0","R 5,400.00"
"RAD-R800802300","R800802300","Radial Catapult TX4M 4ch transmitter, balanced i/o, mic-level transformers, uses shielded cat-5","0","R 8,680.00"
"RAD-R800802400","R800802400","Radial Catapult TX4L 4ch transmitter, balanced i/o, line-level transformers, uses shielded cat-5","0","R 6,800.00"
"RAD-R800802500","R800802500","Radial Catapult RX4 4ch receiver, with balanced outs, uses shielded cat-5","0","R 5,400.00"
"RAD-R800802900","R800802900","Radial Catapult MINI RX 4ch cat-5 mini breakout box to XLR-M tails, uses shielded cat-5","0","R 2,755.00"
"RAD-R800803000","R800803000","Radial Relay XO Balanced AB wireless signal router, may be remotely controlled","0","R 6,304.00"
"RAD-R800803200","R800803200","Radial Catapult MINI TRS 4ch cat-5 mini breakout box to TRS 1/4" tails, uses shielded cat-5","0","R 2,755.00"
"RAD-R800803900","R800803900","Radial Catapult Rack TX Cat 5 Audio Transmitter","0","R 6,888.00"
"RAD-R800804000","R800804000","Radial Catapult Rack RX Cat 5 Passive Analog Audio Snake Receiver","0","R 6,888.00"
"RAD-R800820000","R800820000","Radial LX8 8 channel balanced line level splitter with Jensen transformers","0","R 34,400.00"
"RAD-R800940601","R800940601","Radial R42DC-EU PSU 42VDC - 220V for Radial & Tonebone products. Europe","0","R 1,678.00"
"RAD-R800941200","R800941200","Radial R1600-PSU PSU 1600mA power supply for Workhorse & Firefly, 5-pin XLR","0","R 2,014.00"
"RAD-R800941301","R800941301","Radial IEC-EUR IEC power cable for 500mA and 1600mA supplies, Europe","0","R 224.00"
"RAD-R800208000","R800208000","Radial JR1-M Momentary footswith with active (LED) or passive circuit selector","0","R 4,246.00"
"RAD-R800805000","R800805000","Radial T-Block Set of eight screw-down connector blocks for OX8, LX8","0","R 4,822.00"
"PLU-MPS15A","PLU-MPS15A","Plus Audio MPS15A Professional Active Loudspeaker","236","R 13,135.00"
"HER-DG327B","PSACX0000041","Hercules Stands DG327B Tablet Arm Holder","35","R 1,013.00"
"HER-DG400BB","PSACX0000005","Hercules Stands DG400BB Laptop Stand","36","R 1,367.00"
"HER-GSP40BPLUS","PSAPX0000069","Hercules Stands GSP40B PLUS Auto Grip Guitar Hanger for Pegboard","24","R 294.00"
"HER-GSP40HBPLUS","PSAPX0000071","Hercules Stands GSP40HB PLUS Auto Grip Guitar Hanger for Grid Wall","0","R 294.00"
"HER-GSP40SBPLUS","PSAPX0000065","Hercules Stands GSP40SB PLUS Auto Grip Guitar Hanger for Slat Wall (with 16 mm insertion)","24","R 294.00"
"HER-GSP40WBPLUS","PSAPX0000067","Hercules Stands GSP40WB PLUS Auto Grip Guitar Hanger for Wall Mounting","57","R 294.00"
"HER-H24P01","","Hercules H24P01 Multi Purpose Tray","36","R 189.00"
"HER-H24P02","","Hercules H24P02 Cup Holder","44","R 189.00"
"RAD-R800600000","R800600000","Radial JD6 6-ch passive DI for keyboards, 1RU 19" rackmount, 1/4" & RCA inputs","0","R 25,256.00"
"RAD-R800170000","R800170000","Radial SGI TX/RX Instrument line driver system","2","R 7,118.00"
"RAD-R800170001","R800170001","Radial SGI TX Instrument line driver (transmit only)","0","R 4,360.00"
"HER-MS520BPRO","PSAMX0000238","Hercules Stands MS520BPRO Low Profile Tripod Microphone Stand","81","R 942.00"
"HER-MS523BPRO","PSAMX0000239","Hercules Stands MS523BPRO EZ Clutch Tripod  Hideaway Microphone Stand","74","R 1,337.00"
"S-HER-SPWTPT0152","","Hercules Spares - SPWTPT0152 Pop Filter (Part)","5","R 249.00"
"S-HER-SPWTPT0187","","Hercules Spares - SPWTPT0187 Tool Set","10","R 109.00"
"S-HER-06L1001N","","Hercules Spares - 06L1001N T-bar locking screw","20","R 61.00"
"SP-CABBCT65SRJ45CMXL-GR020S","SP-CABBCT65SRJ45CMXL-GR020S","Stage Plus Network - Sommer RJ45CMXL-GR Black Boot Procab BCT65S 20m","0","R 2,083.00"
"SP-CABBCT65SNE8MX6REEL075S","SP-CABBCT65SNE8MX6REEL075S","Stage Plus Premade Cable - Network - Reel - Neutrik NE8MX6 Reel BCT65S Cat6A 75m","0","R 13,582.00"
"SP-CABBCT65SNE8MX6REEL100S","SP-CABBCT65SNE8MX6REEL100S","Stage Plus Premade Cable - Network - Reel - Neutrik NE8MX6 Reel BCT65S Cat6A 100m","0","R 15,711.00"
"SP-CABBCT65SRJ45CMXL-GR005S","SP-CABBCT65SRJ45CMXL-GR005S","Stage Plus Network - Sommer RJ45CMXL-GR Black Boot Procab BCT65S 5m","0","R 806.00"
"SP-CABBCT60SNE8MX6REEL075S","SP-CABBCT60SNE8MX6REEL075S","Stage Plus Premade Cable - Network - Reel - Neutrik NE8MX6 Reel BCT60 Cat6 75m","0","R 10,860.00"
"SP-CABBCT60SNE8MX6REEL100S","SP-CABBCT60SNE8MX6REEL100S","Stage Plus Premade Cable - Network - Reel - Neutrik NE8MX6 Reel BCT60 Cat6 100m","0","R 12,081.00"
"SP-CABBCT65RJ45REEL050S","SP-CABBCT65RJ45REEL050S","Stage Plus Premade Cable - Network - Reel - RJ45 Reel BCT65S 50m","0","R 7,328.00"
"SP-CABBCT65RJ45REEL075S","SP-CABBCT65RJ45REEL075S","Stage Plus Premade Cable - Network - Reel - RJ45 Reel BCT65S 75m","1","R 12,559.00"
"SP-CABBCT65RJ45REEL100S","SP-CABBCT65RJ45REEL100S","Stage Plus Premade Cable - Network - Reel - RJ45 Reel BCT65S 100m","0","R 14,687.00"
"SP-CABBCT65SNE8MX6REEL050S","SP-CABBCT65SNE8MX6REEL050S","Stage Plus Premade Cable - Network - Reel - Neutrik NE8MX6 Reel BCT65S Cat6A 50m","0","R 8,351.00"
