"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"AUA-WX502MK2/OB","WX502MK2/OB","#Audac Outdoor universal wall speaker 5 1/4" Outdoor black version (MOQ 2 units)","3","R 3,149.00"
"AUA-WX502MK2/OW","WX502MK2/OW","#Audac Outdoor universal wall speaker 5 1/4" Outdoor white version (MOQ 2 units)","2","R 3,149.00"
"AUA-WX502MK2/W","WX502MK2/W","Audac Universal wall speaker 5 1/4" White version (MOQ 2 units)","5","R 2,865.00"
"AUA-WX802MK2/B","WX802MK2/B","Audac Universal wall speaker 8" Black version (MOQ 2 units)","0","R 6,328.00"
"AUA-WX802MK2/OB","WX802MK2/OB","Audac Outdoor universal wall speaker 8" Outdoor black version (MOQ 2 units)","0","R 6,771.00"
"AUA-WX802MK2/OW","WX802MK2/OW","Audac Outdoor universal wall speaker 8" Outdoor white version (MOQ 2 units)","0","R 6,771.00"
"AUA-WX802MK2/W","WX802MK2/W","Audac Universal wall speaker 8" White version (MOQ 2 units)","2","R 6,328.00"
"AUA-XENO6/B","XENO6/B","Audac Full range speaker 6" Black version","5","R 6,761.00"
"AUA-XENO6/W","XENO6/W","Audac Full range speaker 6" White version","5","R 6,761.00"
"AUA-XENO8/B","XENO8/B","Audac Full range speaker 8" Black version","9","R 8,113.00"
"AUA-XENO8/W","XENO8/W","Audac Full range speaker 8" White version","2","R 8,113.00"
"AUA-XMP44","XMP44","Audac SourceCon professional modular audio system","0","R 11,109.00"
"AVA-IU75BLK","IU75BLK","Avast PVC Insulation tape 18mmx20m 180 micron Black","408","R 20.00"
"AVA-IU75WH","IU75WH","Avast PVC Insulation tape 18mmx20m 180 micron White","847","R 20.00"
"AVA-UD048WG","UD848F","Avast Gaffer Tape 48mm x 25m matte White","425","R 75.00"
"AVA-UD248G","UD848F","Avast Gaffer Tape 48mm x 25m matte Black","2028","R 75.00"
"AVA-UD848F","UD848F","Avast GDA Double sided Carpet Tapes 48mm x 25m","24","R 97.00"
"AVA-UP049BLK","UP049BLK","Avast PVC Floor Marking 48mmx30m","48","R 64.00"
"AVE-CAM520P3","CAM520P3","Aver CAM520 Pro 3 USB & PoE+ Conferencing Camera, 12x Zoom, 1080p@60fps","0","R 29,115.00"
"AVE-CAM550","CAM550","Aver CAM550 4K Dual Lens USB/HDMI Conferencing Camera, 4K @30fps, 12x Zoom","0","R 38,551.00"
"AXX-180301","180301","Axxent COMBOX. Intercom Shoutbox","0","R 25,976.00"
"AXX-180304","180304","Axxent COMBOX. Intercom Shoutbox "B"","0","R 25,976.00"
"AXX-180311","180311","Axxent BP-100 Audio Intercom Belt Pack","0","R 6,104.00"
"AXX-180312","180312","Axxent BP-100V Belt Pack with vibration","4","R 7,523.00"
"AXX-180313","180313","Axxent BP101 Belt Pack sound and light alarm. Vibration alarm option","1","R 6,577.00"
"AXX-180314","180314","Axxent VP100 Vibration Module","0","R 1,420.00"
"AXX-180315","180315","Axxent TC100F Line Terminator","0","R 663.00"
"AXX-180318","180318","Axxent BP100F Installation Station","0","R 6,364.00"
"AXX-180321","180321","Axxent MS-100 Intercom Master Station","1","R 17,696.00"
"AXX-180331","180331","Axxent MS-200 Intercom Master Station","0","R 27,159.00"
"AXX-180342","180342","Axxent CP100S Half 19" Master Station w/Loudspeaker with PS65 power supply","0","R 12,965.00"
"AXX-180351","180351","Axxent LP100 Flashing Signal Light","0","R 2,319.00"
"AXX-180352","180352","Axxent LP100LED Signal Light, red","0","R 2,887.00"
"AXX-180353","180353","Axxent LP100LED Signal Light, yellow","0","R 2,887.00"
"AXX-180354","180354","Axxent LP100LED Signall Light, green","0","R 2,887.00"
"AXX-180355","180355","Axxent LP100LED Signal Light, orange","0","R 2,887.00"
"AXX-180356","180356","Axxent LP100STD Strobe Light, Clear","0","R 3,975.00"
"AXX-180361","180361","Axxent PS-101S Power Supply","0","R 7,878.00"
"AXX-180362","180362","Axxent ILS3 Intercom Line Splitter 1:3","0","R 3,502.00"
"AXX-180365","180365","Axxent PS36 Auto-AC-Sensing Power Supply 1.5 A","0","R 923.00"
"AXX-180366","180366","Axxent VS100 Vehicle Power Supply 12VDC","0","R 8,706.00"
"AXX-180367","180367","Axxent VS100C Vehicle Power Supply 12 VDC","0","R 8,943.00"
"AXX-180371","180371","Axxent MBK D800 2 Ear Communication Headset","0","R 4,685.00"
"AXX-180372","180372","Axxent MBK D800E 1 Ear Communication Headset","1","R 3,738.00"
"AXX-180380","180380","Axxent Hygiene Protection white for Headphones up to ca. 9 cm dia., 20 pcs.","0","R 426.00"
"AXX-180381","180381","Axxent MBK D900 2 Ear Professional Headset","0","R 7,050.00"
"AXX-180382","180382","Axxent MBK D900E 1 Ear Professional Headset","0","R 5,867.00"
"AXX-180383","180383","Axxent Hygiene Protection black for Headphones up to ca. 9 cm dia., 20 pcs.","0","R 426.00"
"AXX-180390","180390","Axxent DB9 Adaptor Cable for Motorola GP340 and the like","0","R 2,650.00"
"AXX-180391","180391","Axxent RME-100 Rack Mount Ears for CP-100","0","R 899.00"
"AXX-180392","180392","Axxent WMK-100 Wall Mount Kit for CP-100","0","R 1,065.00"
"AXX-180393","180393","Axxent GN-M100 Gooseneck Microphone Pod","0","R 3,738.00"
"AXX-180394","180394","Axxent EXT1.5 Headset Extension Cable","0","R 947.00"
"AXX-180395","180395","Axxent Four Wire Adaptor (Duplex Interface between systems and 4 Wire Systems)","0","R 11,309.00"
"AXX-180396","180396","Axxent Connection Cable FW100 to 4 Wire Systems (DB9 plug with 1.5 m open ended stranded wire)","0","R 1,089.00"
"AXX-180397","180397","Axxent Motorola Adaptor to Kenwood Standard","0","R 1,041.00"
"AXX-180398","180398","Axxent WT100 Radio Interface","0","R 11,309.00"
"AXX-180399","180399","Axxent DB9 Adaptor Cable for Kenwood Radios","0","R 1,041.00"
"AXX-180400","180400","Axxent Motorola Connection Cable to WT100","0","R 1,041.00"
"AXX-180403","180403","Axxent S1 Standard connection Cable Midland, Alan","0","R 1,041.00"
"AXX-180406","180406","Axxent DB9 connector to xlr 3 pin male and female","0","R 1,325.00"
"AXX-18316","18316","Axxent TR100 Talent Receiver","0","R 4,211.00"
"AXX-18317","18317","Axxent D801 Earpiece","0","R 261.00"
"CAM-CLDVC","CLDVC","Cameo 512-Channel USB to DMX Interface and Control Software Package","0","R 8,614.00"
"CAM-CLDVCCUE","CLDVCCUE","Cameo USB to DMX Interface with up to 2048 DMX Channels and Illuminated Control Panel","0","R 12,207.00"
"CAM-CLDVCPRO","CLDVCPRO","Cameo 1024-Channel USB to DMX-Interface with WiFi Access and Control Software","0","R 12,943.00"
"CAM-CLF1D","CLF1D","Cameo Compact Fresnel Spotlight with Daylight LED","0","R 23,764.00"
"CAM-CLF1FC","CLF1FC","Cameo Compact Full-Color Fresnel Spotlight with RGBW-LED","0","R 32,421.00"
"CAM-CLF1T","CLF1T","Cameo Compact Fresnel Spotlight with Tungsten LED","0","R 23,764.00"
"CAM-CLF1VMOUNTAP","CLF1VMOUNTAP","Cameo V-Mount Battery Adapter for Cameo F1 Series","0","R 2,417.00"
"CAM-CLF2D","CLF2D","Cameo Daylight LED Fresnel Spot Light","0","R 32,421.00"
"CAM-CLF2DIP","CLF2DIP","Cameo IP65 Fresnel Spotlight with Daylight LED","0","R 43,243.00"
"CAM-CLF2DPO","CLF2DPO","Cameo Pole-operated Fresnel Spotlight with Daylight LED","0","R 38,914.00"
"CAM-CLF2FC","CLF2FC","Cameo Professional High-Power Fresnel with RGBW LED","0","R 38,049.00"
"CAM-CLF2FCIP","CLF2FCIP","Cameo IP65 Fresnel Spotlight with RGBW LED","0","R 56,229.00"
"CAM-CLF2FCPO","CLF2FCPO","Cameo Pole-operated Fresnel Spotlight with RGBW LED","0","R 47,571.00"
"CAM-CLF2T","CLF2T","Cameo LED Tungsten Fresnel Spot Light","0","R 36,936.00"
"CAM-CLF2TIP","CLF2TIP","Cameo IP65 Fresnel Spotlight with Tungsten LED","0","R 43,243.00"
"CAM-CLF2TPO","CLF2TPO","Cameo Pole-operated Fresnel Spotlight with Tungsten LED","0","R 38,914.00"
"CAM-CLF2TWH","CLF2TWH","Cameo LED Tungsten Fresnel Spot Light - white","0","R 38,914.00"
"CAM-CLF4D","CLF4D","Cameo Professional Fresnel Spotlight with Daylight LED","0","R 54,064.00"
"CAM-CLF4DPOIP","CLF4DPOIP","Cameo Pole-Operated Daylight Fresnel Spotlight - IP65","0","R 77,871.00"
"CAM-CLF4FC","CLF4FC","Cameo High-Performance RGBW LED Fresnel Spotlight","0","R 64,886.00"
"CAM-CLF4FCPOIP","CLF4FCPOIP","Cameo Pole-Operated Outdoor Fresnel Spotlight with RGBW LED - IP65","0","R 86,529.00"
"CAM-CLF4T","CLF4T","Cameo High-Power Fresnel Spotlight with Tungsten LED","0","R 54,064.00"
"CAM-CLF4TPOIP","CLF4TPOIP","Cameo Pole-Operated Tungsten Fresnel Spotlight - IP65","0","R 77,871.00"
"CAM-CLFCLEANER250","CLFCLEANER250","Cameo CLEANING FLUID 250ml","0","R 325.00"
"CAM-CLFHAZE10L","CLFHAZE10L","Cameo HAZE FLUID 10L - Haze fluid for fine fog density and long standing time 10 L oil-free","0","R 1,425.00"
"CAM-CLFHAZE5L","CLFHAZE5L","Cameo Haze Fluid 5L - Fine Fog Density and Long Standing Time, 5L Oil-Free","0","R 775.00"
"CAM-CLIF1700PRO","CLIF1700PRO","Cameo Professional 1,700 W Fog Machine","0","R 18,570.00"
"CAM-CLIF1700PRO6L","CLIF1700PRO6L","Cameo Instant Fog 1700 Pro (with Cap for 6L Tank)","0","R 22,790.00"
"CAM-CLIF1700PROFLYKIT","CLIF1700PROFLYKIT","Cameo Flying Kit for CLIF1700PRO","0","R 2,814.00"
"CAM-CLIF1700TPRO","CLIF1700TPRO","Cameo High Output 1,700 W Touring Fog Machine","0","R 24,630.00"
"CAM-CLIH1400PRO","CLIH1400PRO","Cameo Hazer with Microprocessor Control","0","R 25,929.00"
"CAM-CLIH1500TPRO","CLIH1500TPRO","Cameo Touring Hazer with Microprocessor Control","0","R 34,586.00"
"CAM-CLIH1500TPRO6L","CLIH1500TPRO6L","Cameo Instant Hazer 1500 Pro (with Cap for 6L Tank)","0","R 34,629.00"
"CAM-CLOH5","CLOH5","Cameo Beam Spot Wash Hybrid Moving Head","0","R 125,486.00"
"CAM-CLOS5","CLOS5","Cameo Spot Moving Head","0","R 136,152.00"
"CAM-CLQS40RGBWWH","CLQS40RGBWWH","Cameo Compact Spotlight with 40W RGBW LED in White Housing","0","R 6,811.00"
"CAM-CLQS40TW","CLQS40TW","Cameo Compact Spot with 40 W Tunable White LED Finished in Black","0","R 6,811.00"
"CAM-CLQS40WW","CLQS40WW","Cameo Compact Spot with 40 W WW-LED Finished in Black","0","R 6,811.00"
"CAM-CLQS40WWWH","CLQS40WWWH","Cameo Compact Spot with 40 W WW LED in White Finish","0","R 6,811.00"
"CAM-CLROOTPAR4","CLROOTPAR4","Cameo 7 x 4 W RGBW PAR Spotlights","0","R 3,403.00"
"CAM-CLROOTPAR4SET1","CLROOTPAR4SET1","Cameo Set Including 4 x CLROOTPAR4 Incl. IR Remote Control (CLPFLAT1REMOTE)","0","R 13,266.00"
"CAM-CLROOTPAR4WH","CLROOTPAR4WH","Cameo 7 x 4 W RGBW PAR Spotlights","0","R 3,247.00"
"CAM-CLROOTPAR4WHSET1","CLROOTPAR4WHSET1","Cameo Set Including 4 x CLROOTPAR4WH Incl. IR Remote Control (CLPFLAT1REMOTE)","0","R 13,266.00"
"CAM-CLROOTPAR6","CLROOTPAR6","Cameo 6 x 12 W RGBAW + UV PAR Spotlight","0","R 4,389.00"
"CAM-CLROOTPAR6SET1","CLROOTPAR6SET1","Cameo Set Including 4 x CLROOTPAR6 Incl. IR Remote Control (CLPFLAT1REMOTE)","0","R 17,211.00"
"CAM-CLROOTPAR6WH","CLROOTPAR6WH","Cameo 6 x 12 W RGBAW + UV PAR Spotlight","0","R 4,389.00"
"CAM-CLROOTPAR6WHSET1","CLROOTPAR6WHSET1","Cameo Set Including 4 x CLROOTPAR6WH Incl. IR Remote Control (CLPFLAT1REMOTE)","0","R 17,211.00"
"CAM-CLROOTPARBAT","CLROOTPARBAT","Cameo 5 _ 4 W Battery Powered RGBW LED PAR Spotlight","0","R 7,143.00"
"CAM-CLROOTPARTW","CLROOTPARTW","Cameo 7 x 4 W Tunable White LED PAR Spotlight","0","R 3,160.00"
"CAM-CLSB6D","CLSB6D","Cameo 6-Channel DMX Splitter / Booster (3 Pin and 5 Pin)","0","R 5,376.00"
"CAM-CLSB6TRDM","CLSB6TRDM","Cameo 6-Output DMX/RDM Splitter/Booster with 3 and 5-Pin Connectors","0","R 11,244.00"
"CAM-CLSB83","CLSB83","Cameo 8-Channel DMX Splitter / Booster (3-pin)","0","R 5,376.00"
"CAM-CLTRIBAR200IR","CLTRIBAR200IR","Cameo 12 x 3 W TRI LED Bar in Black Housing with IR Remote Control","0","R 6,059.00"
"CAM-CLTRIBAR200IRWH","CLTRIBAR200IRWH","Cameo 12 x 3 W TRI LED Bar in White Housing with IR Remote Control","0","R 4,286.00"
"CAM-CLTRIBAR400IR","CLTRIBAR400IR","Cameo 24 x 3 W TRI LED Bar in Black Housing with IR Remote Control","0","R 7,468.00"
"CAM-CLTW600RGBW","CLTW600RGBW","Cameo 3 in 1 Strobe, Blinder and Wash Light","0","R 9,814.00"
"CAM-CLTW600UV","CLTW600UV","Cameo LED UV Washlight, 130 W","0","R 7,749.00"
"CAM-CLTW600W","CLTW600W","Cameo 3 in 1 Strobe, Blinder and Wash Light 648 x 0.2 W White","0","R 7,143.00"
"CAM-CLUVBAR200IR","CLUVBAR200IR","Cameo 12 x 3 W UV LED Bar in Black Housing with IR Remote Control","0","R 6,214.00"
"CAM-CLXNODE4","CLXNODE4","Cameo 4-Port DMX Ethernet Node","0","R 27,646.00"
"CAM-CLXNODE8","CLXNODE8","Cameo 8-Port DMX Ethernet Node","0","R 37,457.00"
"CAM-CLZB200","CLZB200","Cameo Battery Powered Outdoor Wash Light","0","R 47,571.00"
"CAM-CLZW300","CLZW300","Cameo Outdoor LED Wash Light","0","R 37,616.00"
"CAM-CLZW600","CLZW600","Cameo Outdoor LED Wash Light","0","R 64,886.00"
"DEF-85306","85306","Defender Cable Protectors Rollstuhlrampe LINE - Ramp Module","0","R 6,568.00"
"DEF-85307L","85307L","Defender Cable Protectors Rollstuhlrampe ER L - Left Extremity Piece","0","R 927.00"
"DEF-85308","85308","Defender Cable Protectors Midi ER - End Ramp for 85300 Cable Protector 5-channel","0","R 2,136.00"
"DEF-85310","85310","Defender Cable Protectors MIDI C - 45 Curve for 85300 Cable Protector 5-channels","0","R 5,531.00"
"DEF-85500","85500","Defender Cable Protectors XXL - Cable Protector 5-Channel","0","R 9,305.00"
"DEF-85500LUX","85500LUX","Defender Cable Protectors XXL LUX - Cable Protector 5-channel LUX","0","R 10,135.00"
"DEF-85504","85504","Defender Cable Protectors XXL CON - Two Connectors for 85500 Cable Protector 5-channel","0","R 815.00"
"DEF-85510","85510","Defender Cable Protectors XXL ER - End Ramp for 85500 Cable Protector 5-channels","0","R 2,654.00"
"DEF-85600","85600","Defender Cable Protectors ULTRA L - Cable Protector 2-Channel","0","R 10,565.00"
"DEF-85600LUX","85600LUX","Defender Cable Protectors Ultra L LUX - Cable Protector 2-channel LUX","0","R 11,269.00"
"DEF-85601","85601","Defender Cable Protectors ULTRA L 2 - Cable Protector 2 + 4 channels","0","R 10,565.00"
"DEF-85601LUX","85601LUX","Defender Cable Protectors ULTRA L 2 LUX - Cable Protector 2 + 4 channels LUX","0","R 11,269.00"
"EPO-1000299","1000299","EPOS SDW D1 USB, USB DECT Dongle","10","R 2,402.00"
"EPO-1000300","1000300","EPOS IMPACT SDW 5011 3-in-1 HS with DECT Dongle","8","R 5,744.00"
"EPO-1000514","1000514","EPOS IMPACT SC 230 Monaral Headset, Black, 1m Cable, Easy Disconnect","83","R 1,825.00"
"EPO-1000515","1000515","EPOS IMPACT SC 260 Binaural Headset, Black, 1m Cable, Easy Disconnect, Clip-on Headband","18","R 2,305.00"
"EPO-1000529","1000529","EPOS IMPACT DW Office ML - EU Wireless Monaural Office Headset, DW 10 ML - EU, Black-Silver","10","R 7,397.00"
"EPO-1000533","1000533","EPOS IMPACT DW Pro 1 ML - EU Wireless Monaural Office Headset, DW 20 ML - EU, Black-Silver","0","R 7,397.00"
"EPO-1000537","1000537","EPOS IMPACT DW Pro 2 ML - EU Wireless Binaural Office Headset, DW 30 ML - EU, Black-Silver","1","R 7,858.00"
"EPO-1000554","1000554","EPOS IMPACT SC 630 Monaural Office Headset, Black-Silver, 1m Cable, Easy Disconnect","0","R 3,591.00"
"EPO-1000555","1000555","EPOS IMPACT SC 660 Binaural Office Headset, Black-Silver, 1m Cable, Easy Disconnect","69","R 3,823.00"
"EXP-10826BD4","10826BD4","Explorer Cases 10826.B D4 108 cm long case, with foam for 6 rifles - removable lid","1","R 32,772.00"
"EXP-10840GE","10840GE","Explorer Cases 10840.G E 108 cm long case, double depth, green empty","1","R 18,117.00"
"EXP-11413B","11413B","Explorer Cases 11413.B 114 cm long case, black with pick & pluck foam","0","R 9,300.00"
"EXP-11413BE","11413BE","Explorer Cases 11413.B E 114 cm long case, black empty","5","R 7,586.00"
"EXP-13513B","13513B","Explorer Cases 13513.B 135 cm long case, black with pick & pluck foam","0","R 10,049.00"
"EXP-13527B","13527B","Explorer Cases 13527.B 135 cm long case, double depth, black with pick & pluck foam","1","R 15,623.00"
"EXP-13527BE","13527BE","Explorer Cases 13527.B E 135 cm long case, double depth, black empty","5","R 11,890.00"
"EXP-1908BE","1908BE","Explorer Cases 1908.B E black empty","0","R 927.00"
"EXP-1908G","1908G","Explorer Cases 1908.G green with pick & pluck foam","0","R 1,156.00"
"EXP-1908O","1908O","Explorer Cases 1908.O orange with pick & pluck foam","0","R 1,156.00"
"EXP-1913B","1913B","Explorer Cases 1913.B black with pick & pluck foam","0","R 1,245.00"
"EXP-2209BE","2209BE","Explorer Cases 2209.B E black empty","0","R 1,054.00"
"EXP-2214B","2214B","Explorer Cases 2214.B black with pick & pluck foam","0","R 1,453.00"
"EXP-2712G","2712G","Explorer Cases 2712.G green with pick & pluck foam","0","R 1,920.00"
"EXP-2717B","2717B","Explorer Cases 2717.B black with pick & pluck foam","0","R 2,187.00"
"EXP-2717BE","2717BE","Explorer Cases 2717.B E black empty","0","R 1,824.00"
"EXP-2717O","2717O","Explorer Cases 2717.O orange with pick & pluck foam","0","R 2,187.00"
"EXP-3005B","3005B","Explorer Cases 3005.B black with pick & pluck foam","0","R 1,737.00"
"EXP-3005G","3005G","Explorer Cases 3005.G green with pick & pluck foam","0","R 1,737.00"
"EXP-3317B","3317B","Explorer Cases 3317.B black with pick & pluck foam","0","R 2,814.00"
"EXP-3317O","3317O","Explorer Cases 3317.O orange with pick & pluck foam","0","R 2,814.00"
"EXP-3818BE","3818BE","Explorer Cases 3818.B E black empty","0","R 2,659.00"
"EXP-3818G","3818G","Explorer Cases 3818.G green with pick & pluck foam","0","R 3,350.00"
"EXP-3818OE","3818OE","Explorer Cases 3818.O E orange empty","0","R 2,659.00"
"EXP-4412BC","4412BC","Explorer Cases 4412.B C black with notebook bag BAG PC-44","0","R 5,663.00"
"EXP-4412BE","4412BE","Explorer Cases 4412.B E black empty","0","R 3,340.00"
"EXP-4412O","4412O","Explorer Cases 4412.O orange with pick & pluck foam","0","R 4,041.00"
"EXP-4419B","4419B","Explorer Cases 4419.B black with pick & pluck foam","0","R 4,561.00"
"EXP-4419BE","4419BE","Explorer Cases 4419.B E black empty","0","R 3,520.00"
"EXP-4419O","4419O","Explorer Cases 4419.O orange with pick & pluck foam","0","R 4,561.00"
"EXP-4820B","4820B","Explorer Cases 4820.B black with pick & pluck foam","0","R 5,018.00"
"EXP-4820BE","4820BE","Explorer Cases 4820.B E black empty","0","R 3,932.00"
"EXP-4820G","4820G","Explorer Cases 4820.G green with pick & pluck foam","0","R 5,018.00"
"EXP-4820O","4820O","Explorer Cases 4820.O orange with pick & pluck foam","0","R 5,018.00"
"EXP-5117B","5117B","Explorer Cases 5117.B black with pick & pluck foam","0","R 4,630.00"
"EXP-5117BE","5117BE","Explorer Cases 5117.B E black empty","0","R 3,388.00"
"EXP-5117O","5117O","Explorer Cases 5117.O orange with pick & pluck foam","0","R 4,630.00"
"EXP-5122BE","5122BE","Explorer Cases 5122.B E black empty","0","R 5,046.00"
"EXP-5221BE","5221BE","Explorer Cases 5221.B E black empty","0","R 4,709.00"
"EXP-5325BE","5325BE","Explorer Cases 5325.B E black empty","0","R 5,206.00"
"EXP-5822BE","5822BE","Explorer Cases 5822.B E black empty","0","R 5,790.00"
"EXP-5822O","5822O","Explorer Cases 5822.O orange with pick & pluck foam","0","R 6,763.00"
"EXP-5822OE","5822OE","Explorer Cases 5822.O E orange empty","0","R 5,790.00"
"EXP-5823BE","5823BE","Explorer Cases 5823.B E black empty","0","R 8,045.00"
"EXP-5823OE","5823OE","Explorer Cases 5823.O E orange empty","0","R 8,045.00"
"EXP-5833B","5833B","Explorer Cases 5833.B black with pick & pluck foam","0","R 9,886.00"
"EXP-5833BE","5833BE","Explorer Cases 5833.B E black empty","0","R 8,172.00"
"EXP-7726BE","7726BE","Explorer Cases 7726.B E black empty","0","R 10,222.00"
"EXP-7745BE","7745BE","Explorer Cases 7745.B E black empty","1","R 12,738.00"
"EXP-9413D","9413D","Explorer Cases 9413.D 94 cm long case, desert tan with pick & pluck foam","0","R 8,376.00"
"EXP-BAG-PC44","BAG-PC44","Explorer Cases BAG-PC44 Bag PC for 4412","0","R 1,915.00"
"EXP-BAG-PC48","BAG-PC48","Explorer Cases BAG-PC48 Two-in-one divider and PC bag for 4820","1","R 2,972.00"
"EXP-MUB78","MUB78","Explorer Cases MUB78 78 cm long box, black color, empty","1","R 3,706.00"
"FOR-AMBER-DL","AMBER-DL","Fortinge DAY LIGHT","0","R 33,600.00"
"FOR-AMBER-RGB","AMBER-RGB","Fortinge RGB LIGHT","0","R 52,500.00"
"FOR-AMBER-SL","AMBER-SL","Fortinge STUDIO LIGHT","0","R 33,600.00"
"FOR-BT1","BT1","Fortinge BLUETOOTH HAND CONTROLLER","0","R 5,250.00"
"FOR-ERA17-HB-IP","ERA17-HB-IP","Fortinge 17" HIGH BRIGHTNESS STUDIO TELEPROMPTER with IP Solution","0","R 185,465.00"
"FOR-ERA17-HB-LIGHT","ERA17-HB-LIGHT","Fortinge 17" HIGH BRIGHTNESS STUDIO TELEPROMPTER","0","R 95,305.00"
"FOR-ERA17-HB-SDI-LIGHT","ERA17-HB-SDI-LIGHT","Fortinge 17" HIGH BRIGHTNESS STUDIO TELEPROMPTER with SDI Solution","0","R 105,805.00"
"FOR-ERA17-IP","ERA17-IP","Fortinge 17" STUDIO TELEPROMPTER with IP Solution","0","R 173,565.00"
"FOR-ERA17-LIGHT","ERA17-LIGHT","Fortinge 17" STUDIO TELEPROMPTER","0","R 83,405.00"
"FOR-ERA17-SDI-LIGHT","ERA17-SDI-LIGHT","Fortinge 17" STUDIO TELEPROMPTER with SDI Solution","0","R 93,905.00"
"FOR-ERA19-HB-IP","ERA19-HB-IP","Fortinge 19" HIGH BRIGHTNESS STUDIO TELEPROMPTER with IP Solution","0","R 197,365.00"
"FOR-ERA19-HB-LIGHT","ERA19-HB-LIGHT","Fortinge 19" HIGH BRIGHTNESS STUDIO TELEPROMPTER","0","R 107,205.00"
"FOR-ERA19-HB-SDI-LIGHT","ERA19-HB-SDI-LIGHT","Fortinge 19" HIGH BRIGHTNESS STUDIO TELEPROMPTER with SDI Solution","0","R 117,705.00"
"FOR-ERA19-IP","ERA19-IP","Fortinge 19" STUDIO TELEPROMPTER with IP Solution","0","R 185,465.00"
"FOR-ERA19-LIGHT","ERA19-LIGHT","Fortinge 19" STUDIO TELEPROMPTER","0","R 95,305.00"
"FOR-ERA19-SDI-LIGHT","ERA19-SDI-LIGHT","Fortinge 19" STUDIO TELEPROMPTER with SDI Solution","0","R 105,805.00"
"FOR-ERA21-HB-IP","ERA21-HB-IP","Fortinge 21" HIGH BRIGHTNESS STUDIO TELEPROMPTER with IP Solution","0","R 207,760.00"
"FOR-ERA21-HB-LIGHT","ERA21-HB-LIGHT","Fortinge 21" HIGH BRIGHTNESS STUDIO TELEPROMPTER","0","R 117,600.00"
"FOR-ERA21-HB-SDI-LIGHT","ERA21-HB-SDI-LIGHT","Fortinge 21" HIGH BRIGHTNESS STUDIO TELEPROMPTER with SDI Solution","0","R 128,100.00"
"FOR-ERA21-IP","ERA21-IP","Fortinge 21" STUDIO TELEPROMPTER with IP Solution","0","R 195,860.00"
"FOR-ERA21-LIGHT","ERA21-LIGHT","Fortinge 21" STUDIO TELEPROMPTER","0","R 105,700.00"
"FOR-ERA21-SDI-LIGHT","ERA21-SDI-LIGHT","Fortinge 21" STUDIO TELEPROMPTER with SDI Solution","0","R 116,200.00"
"FOR-FBM173","FBM173","Fortinge 17.3" FEEDBACK MONITOR FOR STUDIO TELEPROMPTERS WITH TIMER","0","R 42,000.00"
"FOR-FBM200","FBM200","Fortinge 19.5" FEEDBACK MONITOR FOR STUDIO TELEPROMPTERS WITH TIMER","0","R 52,500.00"
"FOR-FC1","FC1","Fortinge FOOT CONTROLLER","0","R 4,550.00"
"FOR-FORPROMPT-STUDIO-DGL","FORPROMPT-STUDIO-DGL","Fortinge SOFTWARE FOR PROMPTERS - DONGLE VERSION","0","R 23,100.00"
"FOR-FORPROMPT-STUDIO-DL","FORPROMPT-STUDIO-DL","Fortinge SOFTWARE FOR PROMPTERS - DOWNLOAD VERSION","0","R 21,000.00"
"FOR-FORPROMPT-STUDIO-NEWS-DGL","FORPROMPT-STUDIO-NEWS-DGL","Fortinge UPGRADED SOFTWARE FOR PROMPTERS - DONGLE VERSION","0","R 54,600.00"
"FUJ-FUJ-LA16X8BRM","FUJ-FUJ-LA16X8BRM","Fuji LA16x8BRM Lens","0","R 79,214.00"
"FUJ-HA14X4.5BERD","FUJ-HA14X4.5BERD","Fuji HA14x4.5BERD Lens","0","R 378,464.00"
"FUJ-LA16x8BRM-XB1A","LA16x8BRM-XB1A","Fujinon LA16x8BRM-XB1A 4K Lens for URSA Broadcast B4 Mount","0","R 89,000.00"
"FUJ-LA30x7.8BRM-XB2","LA30x7.8BRM-XB2","Fujinon 4K Broadcast 30x Zoom Lens","7","R 135,000.00"
"FUJ-MS-X1","FUJ-MS-X1","Fuji MS-X1 Controller for LA16x","0","R 20,537.00"
"FUJ-SS-13B","FUJ-SS-13B","Fuji SS-13B Controller for HA14x and ZA12x","0","R 46,942.00"
"FUJ-XA20SX8.5BERM","FUJ-XA20SX8.5BERM","Fuji XA20sx8.5BERM Lens","0","R 76,280.00"
"FUJ-ZA12X4.5BERD","ZA12X4.5BERD","Fuji ZA12x4.5BERD Lens","0","R 288,982.00"
"GEN-HO5RNF3G1.5","HO5RNF3G1.5","HO5RN-F 3 core X 1.5mm sq cabtyre cable, black","0","R 22.00"
"GEN-HO7RNF3G1.5","HO7RNF3G1.5","HO7RN-F 3 core X 1.5mm sq rubber cable, black","500","R 42.00"
"GEN-HO7RNF3G2.5","HO7RNF3G2.5","HO7RN-F 3 core X 2.5mm sq rubber cable, black","80","R 64.00"
"GEN-HO7RNF5G16","HO7RNF5G16","HO7RN-F 5 core X 16.0mm sq rubber cable, black","0","R 528.00"
"GEN-HO7RNF5G6","HO7RNF5G6","HO7RN-F 5 core X 6.0mm sq rubber cable, black","0","R 203.00"
"HAG-CD464J","","Hager Circuit Breaker 63A 4 Pole 30mA RCD No Over Load","0","R 2,085.00"
