"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"SEN-508703","508703","Sennheiser EW-D ME2 SET (S1-7), Receiver, Bodypack Transmitter, ME 2 Lapel, 606.2-662MHz","23","R 16,261.00"
"SEN-508709","508709","Sennheiser EW-D ME2 SET (Y1-3), Receiver, Bodypack Transmitter, ME 2 Lapel, 1785.2-1799.8MHz","8","R 16,261.00"
"SEN-508713","508713","Sennheiser EW-D ME3 SET (S1-7)","0","R 17,425.00"
"SEN-556950","556950","Sennheiser CL 100 XLR Cable","0","R 339.00"
"SEN-566287","566287","Sennheiser Spares - Cable 3m with Plug ODU and XLR-4, Black","1","R 5,585.00"
"SEN-573600","573600","Sennheiser HMD/ HME/ HMDC 27 - Ear Pads 1 Pair of ear cushion for HMD/ HME/ HMDC 27, black","0","R 1,095.00"
"NEM-008440","008440","Neumann KM 185 NI Miniature Microphone System, Hypercardioid, Nickel, WNS 100 Windscreen, SG 21","0","R 19,521.00"
"NEM-008441","008441","Neumann KM 185-MT Miniature Microphone System, Hypercardioid, Black, WNS 100 Windscreen, SG 21","0","R 19,521.00"
"NEM-008447","008447","Neumann N 149 A (230 V, EU)","0","R 27,150.00"
"NEM-008448","8448","Neumann N149 A-UK Power Supply","0","R 32,500.00"
"NEM-008449","008449","Neumann EA 1 Elastic Suspension For TLM 102/103/193, M 147","1","R 7,141.00"
"NEM-008450","008450","Neumann EA1-MT","0","R 7,141.00"
"NEM-008454","008454","Neumann KMS 105 Vocalist Microphone, Super Cardioid, Nickel, Condenser Mic.","2","R 15,829.00"
"SEN-700078","700078","Sennheiser Headmic Frame BK, For Headmic 4, Black","0","R 4,218.00"
"VAR-ID4003","4003","Varta Industrial Alkaline 1.5V AAA Battery (Min order 10 or multples of 10)","1098","R 05.30"
"VAR-ID4006","4006","Varta Industrial Alkaline 1.5V AA Battery (Min order 10 or multples of 10)","10930","R 05.30"
"VAR-ID4022","4022","Varta Industrial Alkaline 9V Battery (Min order 20 or multples of 20)","392","R 22.20"
"SEN-508989","508989","Sennheiser EW-D Colour Coding Set","4","R 1,142.00"
"SEN-508240","508240","Sennheiser IE 80S BT Wireless In-Ear Headphones, Detachable Bluetooth Neckband","0","R 9,168.00"
"SEN-508243","508243","Sennheiser AC 41-EU Antenna Combiner, Evolution Wireless G4, EW IEM, PSU, No Rack Kit","4","R 19,752.00"
"SEN-506845","506845","Sennheiser HD 280 PRO Headphones, Circumaral, 1m/3m Coiled Cable, 3.5mm Jack Plug, Black","50","R 2,300.00"
"NEM-008685","008685","Neumann KM 184 mt Octo Set","0","R 125,839.00"
"NEM-008686","008686","Neumann M49 V Set, Remote Switchable Studio Tube Mic Set","0","R 193,169.00"
"NEM-008687","008687","Neumann NM V Pattern Control Unit, For M 49 V","0","R 38,010.00"
"NEM-008688","008688","Neumann KC 5 Cable, For M 49 V Tube Mic","0","R 7,141.00"
"SEN-507144","507144","Sennheiser XSW 2-835-B Wireless Handheld Vocal Set, 614-638MHz","5","R 10,443.00"
"SEN-507151","507151","Sennheiser XSW 2-865-B Wireless Handheld Vocal Set, 614-638MHz","6","R 11,607.00"
"SEN-507486","507486","Sennheiser Spares - Earpads for HD 820","0","R 1,860.00"
"SEN-507487","507487","Sennheiser XS 1 Vocal Dynamic Cardioid Handheld Microphone, Lockable Mute Switch, 55-16000Hz","86","R 1,142.00"
"NEM-503935","503935","Neumann LH 64 Omnimount/VESA Adaptor","0","R 1,501.00"
"NEM-503936","503936","Neumann LH 61 Adjustable L-Bracket, Black","0","R 3,666.00"
"NEM-503938","503938","Neumann LH 65 Table Stand, Horizontal/Vertical/Height Adjustment","0","R 4,534.00"
"NEM-503951","503951","Neumann KH 810 G Active Subwoofer, 7.1 High Definition Bass Management, 10" Driver","1","R 65,024.00"
"NEM-505557","505557","Neumann NRC 1","0","R 7,575.00"
"NEM-505558","505558","Neumann REK 3","0","R 12,788.00"
"SEN-564555","564555","Sennheiser B 10 Battery compartment for SKM D1, SKM AVX and SL HANDHELD 2x Mignon AA","0","R 677.00"
"SEN-564557","564557","Sennheiser B 30 Battery compartment for SK D1, SK AVX, SL BODYPACK 2x Mignon AA","0","R 786.00"
"SEN-044433","044433","Sennheiser HD 25 - Strain Relief Cable clamp set for HD25","0","R 97.00"
"NEM-008659","008659","Neumann SG 289 Stand Mount, Black","0","R 2,797.00"
"NEM-008660","008660","Neumann U 87 AI Studio Set Nickel Large Diaphragm Microphone, Omni, Cardioid, Figure-8","0","R 80,227.00"
"SEN-508822","508822","Sennheiser Cable for HD 25 Light, 1.5m Dual-sided, 3.5/6.3mm Jack Adapter","4","R 677.00"
"SEN-508823","508823","Sennheiser Spares - Headband for HD 25 Light, With Headband Padding","4","R 444.00"
"SEN-002978","002978","Sennheiser MZW 4032-A Foam Windshield, Anthracite","3","R 1,142.00"
"SEN-508860","508860","Sennheiser BA 70 EW-D Battery Pack","4","R 1,142.00"
"SEN-508861","508861","Sennheiser L 70 USB, Charger for BA 70","16","R 1,375.00"
"SEN-508862","508862","Sennheiser EW-D CHARGING SET, Includes NT 5-20","104","R 3,462.00"
"SEN-508863","508863","Sennheiser ADP UHF (470-1075MHz), 470-1075MHz Passive antenna","17","R 8,814.00"
"SEN-508865","508865","Sennheiser AWM UHF I Active Directional Antenna (470-694 MHz), For EW-D/EW-DX","0","R 9,747.00"
"SEN-508866","508866","Sennheiser AWM UHF (823 - 1075 MHZ)","0","R 9,747.00"
"NEM-006806","006806","Neumann MNV 87 MT Tilting clamp with suspension cable, rotatable 1/2" threaded bolt, black","0","R 6,924.00"
"NEM-006811","006811","Neumann MNV 100 Tilting clamp for microphone auditorium hanger, black","0","R 3,666.00"
"NEM-006826","006826","Neumann WS 47 Windscreen","0","R 2,152.00"
"NEM-509136","509136","Neumann MONITOR ALIGNMENT KIT2 EU Monitor Alignment kit. Includes (1) MA 1 and (2) KH 80 DSP","0","R 27,150.00"
"NEM-509140","509140","Neumann Monitor Alignment KIT3 EU, 2 Loudspeakers KH 80 + Subwoofer KH 750 + Microphone MA 1","0","R 60,680.00"
"SEN-508386","508386","Sennheiser HD 450BT Wireless Headphones, Black","121","R 2,550.00"
"SEN-508387","508387","Sennheiser HD 450BT Wireless Headphones, White","0","R 2,550.00"
"SEN-508830","508830","Sennheiser MM 445 Dynamic Super Cardioid Microphone Module, High Rejection","14","R 11,607.00"
"SEN-509540","509540","#Sennheiser EW 500 BOOM G4-BW Wireless Pro Camera Plug-on Transmitter Set, 626-698MHz","2","R 21,693.00"
"NEM-008549","008549","Neumann KMS 104 BK","0","R 15,829.00"
"NEM-008550","008550","Neumann TLM 49 SET Large Diaphragm Studio Microphone, Cardioid, EA 3 Elastic Suspension","0","R 36,815.00"
"NEM-008559","008559","Neumann KK 105 HD Capsule Head, Supercardioid, Nickel, Intergrated Foam Popscreen","0","R 20,607.00"
"NEM-008560","008560","Neumann KK 105 HD BK Capsule Head, Supercardioid, Black, Heavy Duty Intergrated Foam Popscreen","0","R 20,607.00"
"NEM-008566","008566","Neumann KK 183 Capsule head KMD/A, condenser, omnidirectional, system socket, nickel","0","R 16,263.00"
"NEM-008567","008567","Neumann KK 183 NX Capsule head KMD/A, condenser, omnidirectional, system socket, Nextel black","0","R 16,263.00"
"NEM-008568","008568","Neumann KK 184 Capsule head KMD/A, condenser, cardioid, system socket, nickel","0","R 14,091.00"
"NEM-006188","006188","Neumann STV 40 Tripod extension, length: 400 mm, Dia 19mm, black","0","R 4,752.00"
"NEM-006189","006189","Neumann STV 60 Tripod extension, length: 600 mm, Dia 19mm, black","0","R 4,969.00"
"NEM-008636","008636","Neumann SG 2 Stand Mount","0","R 2,152.00"
"NEM-008637","008637","Neumann WS 2 Windscreen, For TLM 102/193, 80mm Diameter","0","R 1,283.00"
"NEM-008639","008639","Neumann KK 133","0","R 55,386.00"
"NEM-008640","008640","Neumann KK 133 NX","0","R 55,386.00"
"NEM-008641","008641","Neumann EA 4 Elastic Suspension Shockmount for TLM 102/103/107, Nickel","0","R 4,100.00"
"NEM-008642","008642","Neumann EA 4 BK Elastic Suspension Shockmount for TLM 102/103/107, Black","0","R 4,100.00"
"NEM-008651","008651","Neumann KK 204 Neumann microphone module for SKM 500 G4/2000/6000/9000, condenser, cardioid, nickel","0","R 20,607.00"
"NEM-008652","008652","Neumann KK 204 BK Capsule Head, Black, Cardioid, With Padded Nylon Bag","0","R 20,607.00"
"NEM-008653","008653","Neumann KK 205","0","R 20,607.00"
"SEN-507337","507337","Sennheiser SKM 835-XSW-B Handheld Transmitter XSW 1/2, e 835 Capsule, Dynamic, Cardioid, 614-638MHz","2","R 5,324.00"
"SEN-507344","507344","Sennheiser SKM 865-XSW-B","0","R 6,487.00"
"SEN-509146","509146","Sennheiser XSW IEM SET-A In-ear Monitoring System, w/ Rack Mount Kit, 476-500MHz","12","R 13,934.00"
"SEN-509148","509148","Sennheiser XSW IEM SET-C In-ear Monitoring System, w/ Rack Mount Kit, 662-686MHz","2","R 13,934.00"
"SEN-004368","004368","Sennheiser GA 3030-AM Antenna Adapter, For EM 3031/3032","0","R 2,538.00"
"SEN-004743","004743","Sennheiser MZ 2-3 Gold Make-up protection caps for MKE 2 / MKE Platinum, 10 1VE caps","0","R 255.00"
"SEN-004839","004839","Sennheiser MZW 1 Foam Windshield, For SKM 100/300/500 Handheld Transmitters","15","R 437.00"
"SEN-004840","004840","Sennheiser CL 2 Microphone Line Cable, 3.5mm Lockable Jack, XLR-3F, 1,5m","0","R 444.00"
"SEN-004846","004846","Sennheiser E 865 Super Cardioid Condenser Microphone, XLR-3M, Microphone Clip, Pouch","1","R 5,789.00"
"SEN-009828","009828","Sennheiser L 2015 Charging Unit, For 2x BA 2015 Rechargeable Battery Pack, No PSU Included","1","R 3,695.00"
"SEN-508935","508935","Sennheiser ME 2 Clip-on Lapel Microphone, gold-plated 3.5mm connector","58","R 2,771.00"
"SEN-508936","508936","Sennheiser ME 4 Electret Cardiod Clip-on Microphone, For SK 100/300/500","4","R 2,997.00"
"SEN-508940","508940","Sennheiser IE 100 PRO Black In-ear Headset, 1.3m Cable, Soft Pouch, Ear Adapters (S/M/L)","26","R 2,306.00"
"SEN-508941","508941","Sennheiser IE 100 PRO Clear In-ear Headset, 1.3m Cable, Soft Pouch, Ear Adapters (S/M/L)","36","R 2,306.00"
"SEN-508942","508942","Sennheiser IE 100 PRO Red In-ear Headset, 1.3m Cable, Soft Pouch, Ear Adapters (S/M/L)","32","R 2,306.00"
"SEN-508943","508943","Sennheiser IE Pro BT Connector, Semi-wireless BT Cable","0","R 2,306.00"
"SEN-508944","508944","Sennheiser IE Pro Mono Cable","0","R 1,142.00"
"SEN-508908","508908","Sennheiser CL 35 TRRS","0","R 444.00"
"SEN-508928","508928","Sennheiser ME 3 Headset Microphone, Golden 3.5mm Connector","7","R 3,462.00"
"SEN-506400","506400","Sennheiser Ear Sleeves XS White, 10Pcs","0","R 150.00"
"SEN-506401","506401","Sennheiser Spares - Ear Sleeves S Black, 10Pcs","10","R 150.00"
"SEN-506402","506402","Sennheiser Ear Sleeves S White, 10Pcs","0","R 150.00"
"SEN-506403","506403","Sennheiser Spares - Ear Sleeves M Black, 10Pcs","6","R 150.00"
"SEN-506404","506404","Sennheiser Ear Sleeves M White, 10Pcs","0","R 150.00"
"SEN-507214","507214","Sonova HZP 49 - EARPADS PXC 550","3","R 432.00"
"SEN-507216","507216","Sennheiser Audio Cable with Remote","0","R 573.00"
"SEN-508251","508251","Sennheiser MKE Essential Omni-Black 3-Pin Lavalier Microphone, Omni-directional, Black, 1.6m Cable","2","R 5,789.00"
"SEN-508252","508252","Sennheiser MKE Essential Omni-Beige 3-Pin, Lavalier Microphone, Omni-directional, Beige, 1.6m Cable","1","R 5,789.00"
"SEN-508263","508263","Sennheiser XSW 1-825 DUAL-A Dual Vocal Set, E 825 Dynamic Capsule, 548-572MHz","0","R 12,873.00"
"SEN-508621","508621","Sennheiser XSW-D Portable Base Set, Mini Jack RX, Mini Jack TX, Belt-clip, Hotshoe Mount, USB Cable","6","R 5,964.00"
"SEN-506405","506405","Sennheiser Ear Sleeves L Black, 10Pcs","0","R 150.00"
"SEN-506406","506406","Sennheiser Ear Sleeves L, White, 10Pcs","0","R 150.00"
"SEN-508538","508538","Sennheiser AB 4-AW+ Antenna Booster, 470-558MHz","0","R 4,969.00"
"SEN-508541","508541","Sennheiser AB 4-BW Antenna Booster, 626-698MHz","3","R 4,969.00"
"SEN-505453","505453","Sennheiser MKE 600 Video Camera Super Cardioid Microphone, Shockmount, Foam Windshield","3","R 6,489.00"
"SEN-507109","507109","Sennheiser XSW 1-825-B Wireless Handheld Vocal Set, 10 Ch UHF, 614-638MHz","36","R 6,953.00"
"SEN-507116","507116","Sennheiser XSW 1-835-B Wireless Handheld Vocal Set, 10 Ch UHF, 614-638MHz","27","R 8,116.00"
"SEN-508603","508603","Sennheiser Spares - Silicone Ear Adapter XS, 5 Pair, Size XS","11","R 185.00"
"SEN-508604","508604","Sennheiser Spares - Silicone Ear Adapter S, 5 Pair, Size S","9","R 185.00"
"SEN-508605","508605","Sennheiser Spares - Silicone Ear Adapter, 5 Pair, Size M","4","R 185.00"
"SEN-508606","508606","Sennheiser Spares - Silicone Ear Adapter L, 5 Pair, Size L","9","R 185.00"
"SEN-508946","508946","Sennheiser Spares - HD 450BT Earpads, White","2","R 366.00"
"SEN-508947","508947","Sennheiser Spares - HD 350BT Earpads, White","0","R 386.00"
"SEN-508948","508948","Sennheiser IE 600 Audiophile In-ear Headphones, 3.5mm Jack Plug","5","R 14,250.00"
"SEN-508949","508949","Sennheiser IE 900 In-Ear Audiophile Headphones - Sound Isolating TrueResponse","0","R 25,999.00"
"SEN-508951","508951","Sennheiser Spares - HD 450BT Audio Cable, White","0","R 289.00"
"SEN-508959","508959","Sonova MMCX CABLE WITH 2.5 MM PLUG","0","R 2,884.00"
"SEN-508675","508675","Sennheiser RS 195-U Digital TV Headphone System, HDR 195 Headphones, TR 195 Transmitter","9","R 7,150.00"
"SEN-509259","509259","Sennheiser XS Lav USB-C Mobile Kit, Incl. XS Lav USB-C, Manfrotto PIXI Mini Tripod & Clamp","17","R 2,306.00"
"SEN-509260","509260","Sennheiser XS Lav Mobile, Omni-directional Lavalier Mic with 2m Cable & 3.5mm TRRS Connector","2","R 1,142.00"
"SEN-509261","509261","Sennheiser XS Lav USB-C, Omni-directional Lavalier Mic with 2m Cable & USB-C Connector","31","R 1,375.00"
"SEN-509265","509265","Sennheiser Mobile Kit Mini Tripod, Smartphone clamp","0","R 1,142.00"
"SEN-509266","509266","Sennheiser M4 AEBT Black, MOMENTUM 4 Around Ear Wireless Headphone Black","69","R 6,825.00"
"SEN-509267","509267","Sennheiser M4 AEBT White, MOMENTUM 4 Around Ear Wireless Headphone White","105","R 6,825.00"
"SEN-509272","509272","Sennheiser RS 5200 TV Listener, TR 5000 Transmitter, 2m AF Cable, 1.5m Optical Cable","0","R 4,250.00"
"SEN-509258","509258","Sennheiser XSW-D Portable Lav Mobile Kit, Incl. XSW-D Portable Lavalier Set with Locking 3.5mm Cable","5","R 7,739.00"
"NEM-008569","008569","Neumann KK 184 NX Capsule Head, Nextel, Cardioid","0","R 14,091.00"
"NEM-008570","008570","Neumann KK 185 Capsule head KMD/A, condenser, hypercardioid, system socket, nickel","0","R 16,263.00"
"NEM-008571","008571","Neumann KK 185 NX Capsule head KMD/A, condenser, hypercardioid, system socket, Nextel black","0","R 16,263.00"
"NEM-008589","008589","Neumann KK 120 Capsule head KMD/A, condenser, bidirectional, system socket, nickel","0","R 29,322.00"
"NEM-008590","008590","Neumann KK 120 NX Capsule head KMD/A, condenser, bidirectional, system socket, Nextel black","0","R 29,322.00"
"NEM-008591","008591","Neumann KK 131","0","R 16,263.00"
"NEM-008592","008592","Neumann KK 131 NX","0","R 16,263.00"
"SEN-508879","508879","Sennheiser EW-D ASA (Q-R-S), 470-694MHz Splitter","8","R 15,796.00"
"SEN-508880","508880","Sennheiser EW-D ASA (T-U-V), 694-1075MHz Splitter","0","R 15,796.00"
"SEN-508881","508881","Sennheiser  EW-D ASA (X-Y), 1350-1805MHz Splitter","0","R 15,796.00"
"SEN-508883","508883","Sennheiser HS 2 BK Headmic, Charcoal Grey. Omni-directional Pattern, 3.5mm Jack Plug","0","R 7,304.00"
"SEN-390020","390020","Sennheiser E 835-S-PTT Dynamic Cardiod Microphone, With Push to Talk","3","R 3,000.00"
"SEN-509692","509692","#Sennheiser EM 100 G4-B Rack Receiver, Evolution Wireless G4, 626-668MHz","1","R 9,280.00"
"SEN-509760","509760","#Sennheiser SKM 100 G4-B Handheld Transmitter, Evolution Wireless G4, Without Mic Module, 626-668MHz","1","R 6,953.00"
"SEN-509612","509612","Sennheiser EW IEM G4-C Monitor Set, Evolution Wireless G4, EK IEM G4, SR IEM G4, 734-776MHz","3","R 24,750.00"
"SEN-509613","509613","Sennheiser EW IEM G4-TWIN-A1 Monitor Set, Evolution Wireless G4, 2x EK IEM G4, SR IEM G4, 470-516MHz","0","R 32,553.00"
"SEN-509614","509614","Sennheiser EW IEM G4-TWIN-A Monitor Set, Evolution Wireless G4, 2x EK IEM G4, SR IEM G4, 516-558MHz","16","R 32,553.00"
"SEN-509617","509617","Sennheiser SR IEM G4-A1 Monitor Transmitter, Evolution Wireless G4, 470-516MHz","0","R 13,005.00"
"SEN-509618","509618","Sennheiser SR IEM G4-A Monitor Transmitter, Evolution Wireless G4, 516-558MHz","0","R 13,005.00"
"SEN-509621","509621","Sennheiser EK IEM G4-A1 Monitor Receiver, Evolution Wireless G4, 470-516MHz","1","R 11,736.00"
"SEN-507195","507195","Sennheiser AMBEO VR Mic 3D Virtual Reality Microphone, Rycote Suspension Mount, 4 XLRs Split Cable","1","R 32,696.00"
"SEN-507203","507203","Sennheiser Spares - HD 4.20/4.30 /4.40/4.50/350BT Earpads, Black (Alternative Unit 507240)","4","R 386.00"
"SEN-506972","506972","Sennheiser MK 4 Digital, Digital Cardioid Recording Microphone, Condenser Capsule, Swivel Mount","4","R 7,167.00"
"SEN-506981","506981","Sennheiser XSW 1-ME2-B Wireless Lavalier Set, 10 Ch UHF, 614-638MHz","34","R 8,814.00"
"SEN-509608","509608","Sennheiser EW IEM G4-A1 Monitor Set, Evolution Wireless G4, EK IEM G4, SR IEM G4, 470-516MHz","0","R 23,865.00"
"SEN-509609","509609","Sennheiser EW IEM G4-A Monitor Set, Evolution Wireless G4, EK IEM G4, SR IEM G4, 516-558MHz","8","R 23,865.00"
"NEM-508585","508585","Neumann NDH 20 Headphones Closed System, Silver, Circumaural, Foldable, 6.3/3.5mm Adaptor","5","R 12,571.00"
"NEM-508819","508819","Neumann Earpads for NDH 20","1","R 1,066.00"
"NEM-508820","508820","Neumann NDH Cable + Adapter Straight cable + adapter for NDH 20 Studio Headphones","0","R 849.00"
"NEM-508821","508821","Neumann Spiral Cable for NDH 20","0","R 849.00"
"NEM-508886","508886","Neumann Jack Adapter 3.5mm to 6.3mm, For NDH 20 / NDH 30","0","R 415.00"
"NEM-508927","508927","Neumann KH 750 AES67 DSP D G Active DSP Subwoofer, 10" Driver, 18-300Hz, Metallic Anthracite","1","R 46,155.00"
"SEN-509179","509179","Sennheiser Spares - HD 250BT Earpads","0","R 215.00"
"SEN-509188","509188","#Sennheiser CXPLUSTW1 Black, CX Plus True Wireless Black, Active Noise Cancellation","115","R 1,350.00"
"SEN-508664","508664","Sennheiser HD 25 LIGHT Headphones, 1.5m Cable, 3.5/6.3mm Adapter Jack, 70 ohms","68","R 2,498.00"
"NEM-007298","007298","Neumann EA 87 MT Elastic Suspension Black","0","R 10,182.00"
"NEM-007315","007315","Neumann STH 100","0","R 6,489.00"
"NEM-007321","007321","Neumann MF 3-MT Table Stand With Iron Base, Black Matte Finish, 110mm Diameter, 1.6kg","0","R 7,141.00"
"NEM-007323","007323","Neumann WNS 100 Windscreen for KM 100 and KM D, KM A, and series 180, black","0","R 1,066.00"
"NEM-007337","007337","Neumann MF 4-MT Table Stand With Gray Cast Iron Base, 160mm Diameter, 2.6kg","0","R 9,096.00"
"NEM-007343","007343","Neumann DS120 MT Dual stand mount with 2 x 1/2" threaded bolts, 3/8"/5/8"/1/2" tripod thread, black","0","R 6,055.00"
"NEM-007352","007352","Neumann WSS 100 BLACK Windscreen for KK 104/105 and KMS 104/105/140/150, black","0","R 1,501.00"
"NEM-007372","007372","Neumann WSB Windscreen for KU 100, black","0","R 10,833.00"
"SEN-505633","505633","Sennheiser Spares - KA 600 Connection Cable, 0.2m, Coiled, XLR-3F Connector to 3.5mm Jack","0","R 415.00"
"SEN-507309","507309","Sennheiser EM-XSW 1-B Wideband FM Receiver, Double Superheterodyne, 614-638MHz","0","R 4,160.00"
"SEN-507316","507316","Sennheiser EM-XSW 2-B Wideband FM Receiver, True Diversity, Double Superheterodyne, 614-638MHz","2","R 7,651.00"
"SEN-507322","507322","Sennheiser SK-XSW-A Bodypack Transmitter, Wideband FM, 3.5mm Jack Socket, 548-572MHz","0","R 2,997.00"
"SEN-508479","508479","Sennheiser Neckband for HSP Essential","0","R 2,997.00"
"SEN-508480","508480","Sennheiser Boom Mic HSP Essential-BE, Microphone Boom Arm, Beige, Jack Plug, for HSP Essential","0","R 3,462.00"
"SEN-508481","508481","Sennheiser Boom Mic HSP Essential-BE-3PIN","0","R 4,626.00"
"SEN-508482","508482","Sennheiser Boom Mic HSP Essential-BK","0","R 3,462.00"
"SEN-508483","508483","Sennheiser Boom Mic HSP Essential-BK-3PIN","0","R 4,626.00"
"SEN-508484","508484","Sennheiser XSW-D Vocal Set, XS 1, XSW-D XLR Female TX, XSW-D XLR Male RX, Mic Clamp, USB Cable","0","R 8,814.00"
"NEM-008654","008654","Neumann KK 205 BK Super Cardioid Microphone Capsule, Effective Suppression of Popping Noises","9","R 20,607.00"
"NEM-008656","008656","Neumann TLM 102 Studio Set Large Diaphragm Microphone, Cardioid, Nickel, Elastic Suspension","0","R 18,435.00"
"NEM-008657","008657","Neumann TLM 102 BK Studio Set Large Diaphragm Microphone, Cardioid, Black, Elastic Suspension","0","R 18,435.00"
"NEM-008658","008658","Neumann SG 287 Stand Mount, Black, For U 87/87 I/87 Ai, TLM 67","0","R 2,586.00"
"SEN-508743","508743","Sennheiser EW-D SK BASE SET (S1-7), Receiver, Bodypack Transmitter, Without Lapel, 606.2-662MHz","54","R 13,934.00"
"SEN-508753","508753","Sennheiser EW-D 835-S SET (S1-7), Receiver, Handheld Transmitter, MMD 835 Capsule, 606.2-662MHz","47","R 16,261.00"
"SEN-508759","508759","Sennheiser EW-D 835-S SET (Y1-3), Receiver, Handheld Transmitter, MMD 835 Capsule, 1785.2-1799.8MHz","2","R 16,261.00"
"SEN-509491","509491","Sennheiser MZC 1-2 GREY Capuchon de fr quence large pour SL Headmic 1, gris","0","R 262.00"
"SEN-509492","509492","Sennheiser MZC 1-2 GOLD Large frequency cap for SL Headmic 1, gold","0","R 262.00"
"SEN-556473","556473","Sennheiser MKE 2-EW GOLD Black, Omni-directional Clip-on Microphone, 3.5mm Jack Plug","0","R 7,350.00"
"SEN-004711","004711","Sennheiser MZQ 800 Microphone Clamp, For MD 42/46","2","R 218.00"
"SEN-507468","507468","Sennheiser XSW Front Antenna Cables, GA 2-XSW 2","3","R 626.00"
"SEN-507469","507469","Sennheiser CH 800 P Symmetric Connecting Cable for HD 800, 4.4mm Jack, 2x OFC Balanced","0","R 5,786.00"
"SEN-507478","507478","Sennheiser IE PRO Twisted Cable, 1.3m, Transparent","0","R 1,840.00"
"SEN-506771","506771","Sennheiser Spares - RCA M2 Momentum Connection Cable with Smart Remote, 1.4m, For Apple Devices","0","R 596.00"
"SEN-506772","506772","Sennheiser MMD 42-1 Dynamic Omni-directional Microphone Module","2","R 4,626.00"
"SEN-508996","508996","Sennheiser NT 5-20 UCW USB Power Supply, for L 70 USB Charger","2","R 444.00"
"SEN-508997","508997","Sennheiser ADAPTER SET NT 12-5 CW+ Full prong set for EW-D EM","0","R 218.00"
"SEN-509172","509172","Sennheiser IE 100 PRO Wireless Clear In-ear Wireless Headset, USB-C Charging Cable, 1.3m Cable","5","R 3,462.00"
"SEN-509173","509173","Sennheiser IE 100 PRO WIRELESS RED","0","R 3,462.00"
"SEN-509171","509171","Sennheiser IE 100 PRO WIRELESS BLACK","0","R 3,462.00"
"NEM-501450","501450","Neumann LH 25 Mounting Bracket, Black, For KH 310","0","R 2,369.00"
"NEM-501460","501460","Neumann LH 36 Tilting Adaptor, Black","0","R 6,489.00"
"NEM-501461","501461","Neumann LH 37 Adaptor, Black","0","R 1,935.00"
"NEM-501715","501715","Neumann LH 29 TV-spigot for mounting onto lighting stands or G-clamps and truss bars, color: metal","0","R 2,369.00"
"SEN-507425","507425","Sennheiser CL 1 PP Antenna cable 1 m, RSMAm-RSMAm, 1 ea., black","0","R 1,103.00"
"SEN-507426","507426","Sennheiser CL 5 PP Antenna cable 5 m, RSMAm-RSMAm, 1 ea., black","0","R 1,309.00"
"SEN-510633","510633","Sonova EARPADS W.DISC-1PAIR","0","R 392.00"
"SEN-512889","512889","Sennheiser CI 1-FP Instrument cable 3,5 mm 6,3 mm (for Freeport)","0","R 429.00"
"SEN-509273","509273","Sennheiser SXW-D Mobile Cable TRS-TRRS, 3.5mm","0","R 444.00"
"SEN-509285","509285","Sennheiser Spares - Silicone Ear Adapter M, 5 Pair, Size M","0","R 215.00"
"SEN-509622","509622","Sennheiser EK IEM G4-A Monitor Receiver, Evolution Wireless G4, 516-558MHz","8","R 11,736.00"
"SEN-509624","509624","Sennheiser EK IEM G4-B Monitor Receiver, Evolution Wireless G4, 626-668MHz","0","R 11,096.00"
"SEN-509625","509625","Sennheiser EK IEM G4-C Monitor Receiver, Evolution Wireless G4, 734-776MHz","0","R 10,726.00"
"SEN-509629","509629","Sennheiser EW IEM G4-TWIN-C Monitor Set, Evolution Wireless G4, 2x EK IEM G4, SR IEM G4, 734-776MHz","0","R 31,500.00"
"SEN-509632","509632","Sennheiser SR IEM G4-C Monitor Transmitter, Evolution Wireless G4, 734-776MHz","0","R 13,005.00"
"NEM-008712","008712","Neumann MCM 114 Stereo Set Piano, Miniature Clip Mic System w/ MC 8 (2x 008715)","0","R 29,322.00"
"NEM-008713","008713","Neumann MCM 114 Set Woodwinds","0","R 14,091.00"
"NEM-008714","008714","Neumann WS 110 Windscreen for the Neumann MCM System. Includes (1) WS 110.","0","R 415.00"
"NEM-008689","008689","Neumann MZ 49 A Shock Mount, For M 49 V Tube Mic","0","R 10,616.00"
"NEM-008690","008690","Neumann WS 49 Windscreen, For M 49 V Tube Mic","0","R 2,152.00"
"NEM-008693","008693","Neumann SH 150 Gooseneck for the Neumann MCM System, length: 150 mm. Includes (1) SH 150, (1) KC 1.","0","R 3,883.00"
"NEM-008694","008694","Neumann KK 14","0","R 6,055.00"
"NEM-008700","008700","Neumann MC 6, MCM Universal Clamp Clip","1","R 2,152.00"
"NEM-008701","008701","Neumann MC 8, MCM Magnetic Piano Clip","1","R 1,501.00"
"NEM-008702","008702","Neumann MC 5, MCM Universal Strap Clip","1","R 1,501.00"
"NEM-008703","008703","Neumann AC 31, MCM Mini Jack Cable, 1.8m","1","R 849.00"
"NEM-008704","008704","Neumann AC 32, MCM 3-Pin LEMO Cable, 1.8m","0","R 1,935.00"
"NEM-008705","008705","Neumann AC 33, MCM Microdot Cable, 1.8m","0","R 1,718.00"
"NEM-008706","008706","Neumann AC 34, MCM 4-Pin Mini XLR Cable, 1.8m","1","R 1,283.00"
"NEM-008707","008707","Neumann MCM 114 Set High Strings, Miniature Clip Mic System w/ MC 1","3","R 14,091.00"
"NEM-008708","008708","Neumann MCM 114 Set Guitar, Miniature Clip Mic System w/ MC 9","3","R 14,091.00"
