"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"NEM-008709","008709","Neumann MCM 114 Set Double Bass, Miniature Clip Mic System w/ MC 3","2","R 14,091.00"
"NEM-008710","008710","Neumann MCM 114 Set Drums, Miniature Clip Mic System w/ MC 7","1","R 14,091.00"
"NEM-008711","008711","Neumann MCM 114 Set Brass/Sax/Uni, Miniature Clip Mic System w/ MC 6","1","R 14,091.00"
"SEN-700165","700165","Sennheiser GZL RG 8X - 20m Low Damping Coaxial Cable with BNC Connector","14","R 2,771.00"
"SP-TAP-GAF-MAT-25B","","Stage Plus Gaffer Tape 48mm x 25m matte Black","0","R 77.00"
"SEN-700162","700162","Sennheiser GZL RG 58 - 10m Coaxial Cable with BNC Connector","7","R 1,375.00"
"SEN-700163","700163","Sennheiser GZL RG 8x - 5m Low Damping Coaxial Cable with BNC Connector","23","R 1,375.00"
"SEN-700164","700164","Sennheiser GZL RG 8X - 10m Low Damping Coaxial Cable with BNC Connector","66","R 1,840.00"
"SEN-509151","509151","Sennheiser XSW IEM SR-A Single Half-rack Transmitter, Antenna, NT 12-5 CW Power Supply, 476-500MHz","0","R 8,116.00"
"SEN-509153","509153","Sennheiser XSW IEM SR-C Single Half-rack Transmitter, Antenna, NT 12-5 CW Power Supply, 662-686MHz","0","R 8,116.00"
"SEN-509156","509156","Sennheiser XSW IEM EK (A) Stereo receiver","0","R 8,116.00"
"SEN-509158","509158","Sennheiser XSW IEM EK-C Beltpack Receiver, w/ IE 4, 662-686MHz","0","R 8,116.00"
"SEN-509256","509256","#Sennheiser MKE 200 Mobile Kit, Incl. MKE 200 Mic, Manfrotto PIXI Mini Tripod & Smartphone Clamp","7","R 1,950.00"
"SEN-509257","509257","Sennheiser MKE 400 Mobile Kit, Incl. MKE 400 Mic, Manfrotto PIXI Mini Tripod & Smartphone Clamp","2","R 5,324.00"
"SEN-700214","700214","Sennheiser RR 5200, Reciever for RS 5200","0","R 3,035.00"
"SEN-700215","700215","Sonova SPORT EAR ADAPTER SET","0","R 280.00"
"SEN-700230","700230","Sennheiser HT 747 Windscreen Windscreen for HT 747 Fitness Headset","0","R 444.00"
"SEN-700100","700100","Sennheiser Profile Streaming Set, USB Microphone, 3m USB-C Cable, Boom Arm, Pouch","21","R 4,999.00"
"SEN-700101","700101","Sennheiser Boom Arm for Profile USB Microphone","3","R 2,306.00"
"SEN-700102","700102","Sennheiser Profile Table Stand for Profile USB Micrphone","10","R 677.00"
"SEN-700103","700103","Sennheiser USB-C Cable, 3m, for Profile USB Microphone","0","R 444.00"
"SEN-508896","508896","Sennheiser CX 80S Black In-ear Earphones","519","R 450.00"
"SEN-508897","508897","Sennheiser MKE 200 On-camera Super Cardioid Microphone, Pre-polarised Condenser","4","R 1,840.00"
"SEN-508898","508898","Sennheiser MKE 400 Rifle Microphone for Semi-professional Cameras, 3.5mm Stereo Mini Jack","3","R 4,626.00"
"SEN-508899","508899","Sennheiser Spares - NT 12-5 CW+ Power Supply, w/ Country Adapters EU/US/UK/Korea/Australia/China","4","R 444.00"
"SEN-700182","700182","Sennheiser HT 747 Black Headmic, Super Cardioid, Sweat-resistant, 3.5mm Jack Plug","8","R 4,626.00"
"SEN-700183","700183","Sennheiser HT 747 YELLOW","0","R 4,626.00"
"AVA-UD048WG","UD848F","Avast Gaffer Tape 48mm x 25m matte White","425","R 75.00"
"AVA-UD248G","UD848F","Avast Gaffer Tape 48mm x 25m matte Black","2028","R 75.00"
"AVA-UP049BLK","UP049BLK","Avast PVC Floor Marking 48mmx30m","48","R 64.00"
"SEN-700065","700065","Sennheiser Profile USB Microphone, 1.2m USB-C Cable, Profile Table Stand","27","R 3,699.00"
"SEN-700072","700072","Sennheiser 3PIN PROTECTIVE CAP MIC/LINE Exchangeable protective cap for Mic/Line 3-pin connector.","0","R 219.00"
"SEN-700063","700063","Sennheiser EW-DP SKP Pouch","2","R 444.00"
"SEN-700064","700064","Sennheiser Headmic Frame BE, For Headmic 4, Beige","0","R 4,218.00"
"SEN-700047","700047","Sennheiser HD 400 Pro Black","0","R 5,789.00"
"SEN-700053","700053","Sennheiser EW-DP EK (S1-7), Receiver","3","R 8,116.00"
"SEN-700057","700057","Sennheiser MZW 44 BE, Foam Windshield for Headmic 4, Beige","0","R 204.00"
"SEN-700060","700060","Sennheiser MZW 44 BK, Foam Windshield for Headmic 4, Black","0","R 204.00"
"SEN-700061","700061","Sennheiser CL35-Y Coiled Audio Cable, 2 x 3.5mm Jack Plug Y-split for EW-DP","1","R 444.00"
"SEN-700062","700062","Sennheiser CL35XLR Audio Cable, XLR Plug, for EW-DP","9","R 444.00"
"NEM-508972","508972","Neumann MA 1 Precision Alignment Microphone","2","R 7,141.00"
"NEM-509111","509111","Neumann NDH 30 Studio Headphone","3","R 14,743.00"
"NEM-509112","509112","Neumann EARPAD (NDH 30) Replacement earpads for NDH 30","0","R 1,501.00"
"NEM-509120","509120","Neumann KH 120 II EU/KR","4","R 19,521.00"
"NEM-509124","509124","Neumann KH 120 II W Two Way, DSP-poweredNearfield Monitor","0","R 19,521.00"
"NEM-509125","509125","Neumann KH 120 II AES67 Active Studio Monitor, Black, Two way 5,25''+1'', AES 67, DSP-Powered4 Mains Cables","0","R 25,955.00"
"SEN-508870","508870","Sennheiser Pair of Half Wave Dipole (S) Antenna BNC, For EW-D Receivers, 606-706MHz","43","R 677.00"
"SEN-508875","508875","Sennheiser EW-D AB 5-S Antenna Booster","2","R 5,324.00"
"NIC-1200-5025-BK","1200-5025-BK","Nichiban 1200 Gaffer Tape 50mmx 25m semi-gloss Black","1059","R 71.00"
"NIC-1200-5025-WH","1200-5025-WH","Nichiban 1200 Gaffer Tape 50mmx 25m semi-gloss White","867","R 71.00"
"SEN-700304","700304","#Sennheiser MOMENTUM Sport True Wireless Earbuds - Black","15","R 5,799.00"
"SEN-700305","700305","#Sennheiser Momentum Sport True Wireless, Graphite, MSPORT1 Graphite","3","R 5,799.00"
"SEN-509503","509503","Sennheiser SK 100 G4-B","1","R 6,953.00"
"SEN-700092","700092","Sennheiser Headmic Boom Arm SB, For Headmic 4, Silver","0","R 7,418.00"
"SEN-700094","700094","Sonova OPEN FOAM EAR TIP","0","R 196.00"
"SEN-700095","700095","Sonova SLIM MEMORY FOAM EAR TIP","0","R 196.00"
"SEN-700306","700306","#Sennheiser MOMENTUM Sport True Wireless Earbuds - Olive green","8","R 5,799.00"
"SEN-700286","700286","Sennheiser HD 490 PRO Professional Reference Studio Headphones","0","R 9,280.00"
"SEN-700287","700287","Sennheiser HD 490 PRO Plus Professional Reference Studio Headphones","2","R 11,142.00"
"SEN-700288","700288","Sennheiser HD 490 PRO - Cable 1.8m 1.8m cable for HD 490 PRO","0","R 444.00"
"SEN-700289","700289","Sennheiser HD 490 PRO - Cable 3m 3m cable for HD 490 PRO","0","R 677.00"
"SEN-700290","700290","Sennheiser HD 490 PRO - Mixing Pad Set Mixing ear pad set for HD 490 PRO","0","R 910.00"
"SEN-700291","700291","Sennheiser HD 490 PRO - Producing Pad Set Producing ear pad set for HD 490 PRO","0","R 910.00"
"SEN-700292","700292","Sennheiser HD 490 PRO - Case Carrying case for HD 490 PRO","0","R 1,142.00"
"SEN-700403","700403","Sonova 4.4MM CABLE FOR HD 620S","0","R 1,516.00"
"SEN-700481","700481","Sennheiser Profile Wireless CB Windscreen","0","R 211.00"
"SEN-700487","700487","Sennheiser HD 26","0","R 6,489.00"
"NEM-700037","700037","Neumann SYMMETRICAL CABLE (NDH 30) Straight symmetrical cable for NDH 30, 3m","0","R 1,935.00"
"NEM-700250","700250","Neumann SYM. CABLE 1.2M (NDH 30) Straight symmetrical cable for NDH 30, 1.2m","0","R 1,718.00"
"NEM-700258","700258","Neumann LH 66 TABLESTAND","0","R 4,534.00"
"NEM-008716","008716","Neumann MC 3, MCM Double Bass String Clip","2","R 1,501.00"
"NEM-008717","008717","Neumann MC 2, MCM Cello Strings Clip","0","R 1,501.00"
"NEM-008718","008718","Neumann MCM 114 SET Cello, for Guitar and Cello Miniature Clip Mic System","1","R 14,091.00"
"NEM-008719","008719","Neumann KC 1 (2) Cable clips for MCM","0","R 197.00"
"NEM-008720","008720","Neumann KK 104 U","0","R 20,607.00"
"NEM-501716","501716","Neumann LH 28 Tripod Stand Adapter, Black","0","R 1,935.00"
"NEM-501718","501718","Neumann LH 32 Wall Bracket, Black, Tilting Horizontally and Vertically","0","R 2,152.00"
"NEM-502251","502251","Neumann DIM 1 Digital Input Option","0","R 12,338.00"
"NEM-502254","502254","Neumann LH 41 Base Plate, Black","0","R 4,317.00"
"NEM-502255","502255","Neumann LH 42","0","R 14,960.00"
"NEM-502256","502256","Neumann LH 43 Surface Mounting Plate","0","R 4,317.00"
"NEM-502294","502294","Neumann LH 45 Wall Bracket, Black","0","R 5,838.00"
"NEM-503908","503908","Neumann LH 46","0","R 10,182.00"
"NEM-503909","503909","Neumann LH 47 Mounting Adaptor Plate, Black","0","R 1,718.00"
"NEM-503910","503910","Neumann LH 48 Tripod Adaptor Plate, Black","0","R 1,501.00"
"NEM-503911","503911","Neumann SEA 1","0","R 6,924.00"
"SEN-700326","700326","Sennheiser EARHOOK BLACK, 10 PCS. Earhook accessory for Headmic 4 in the color black (10 pcs.)","0","R 571.00"
"SEN-700327","700327","Sennheiser EARHOOK TRANSPAR, 10 PCS.","0","R 571.00"
"SEN-700328","700328","Sennheiser HS 2 Neckband Beige","0","R 204.00"
"SEN-700329","700329","Sennheiser HS 2 Neckband Black","0","R 204.00"
"SEN-700330","700330","Sennheiser HD 490 PRO - Balanced Cable Balanced cable for HD 490 PRO.","1","R 910.00"
"SEN-003421","003421","Sennheiser ASP 212 Antenna Splitter 2x 1 : 2, Passive","0","R 7,575.00"
"SEN-003422","003422","Sennheiser ASP 113 Antenna splitter, 1x 1 in 3 out, passive, DC coupling, BNC connectors","0","R 7,575.00"
"SEN-003423","003423","Sennheiser ASP 114","2","R 7,575.00"
"SEN-004513","004513","Sennheiser E 835 Dynamic Cardioid Microphone, XLR-3, Microphone Clip, Pouch","47","R 2,306.00"
"SEN-004514","004514","Sennheiser E 835-S Dynamic Cardioid Microphone, XLR-3M, With On/Off Switch","9","R 2,306.00"
"SEN-004515","004515","Sennheiser E 845 Dynamic Super Cardioid Microphone, XLR-3M","14","R 2,306.00"
"SEN-004516","004516","Sennheiser E 845-S Dynamic Super Cardioid Microphone, XLR-3M, Microphone Clamp MZQ 800, Pouch","9","R 2,306.00"
"SEN-009422","009422","Sennheiser E 945 Dynamic Super Cardioid Microphone, XLR-3M","5","R 4,626.00"
"SEN-009865","009865","Sennheiser HSP 4-3","0","R 11,186.00"
"SEN-009866","009866","Sennheiser HSP 2-EW Omni-directional Condenser Neckmount Microphone, Size L, 1.6m, Charcoal Grey","15","R 11,186.00"
"SEN-009867","009867","Sennheiser HSP 4-EW Cardioid Neckmount Microphone, Size L, 1.6m, Charcoal Grey","8","R 11,186.00"
"SEN-009872","009872","Sennheiser HSP 2-EW-3 Omni-directional Neckmount Microphone, Size L, 1.6m, Beige","0","R 11,186.00"
"SEN-009873","009873","Sennheiser HSP 4-EW-3 Cardioid Neckmount Microphone, Size L, 1.6m, Beige","2","R 11,186.00"
"SEN-500797","500797","Sennheiser E 602-II Dynamic Cardioid Instrument Microphone, For Bass Instruments, XLR 3M","1","R 3,462.00"
"SEN-503162","503162","Sennheiser Spares - LA 2 Adapter, For L2015, To Charge Handheld Transmitters SKM 2000","3","R 815.00"
"SEN-503164","503164","Sennheiser RMS 1 Mute button for SK 300 G3 and G4, wired","0","R 2,073.00"
"SEN-508495","508495","Sennheiser XSW-D Mini Jack TX Pluggable Transmitter, Mini Jack Female 3.5mm, USB-C Port, USB Cable","1","R 4,160.00"
"SEN-508496","508496","Sennheiser XSW-D INSTRUMENT TX","0","R 4,160.00"
"SEN-508497","508497","Sennheiser XSW-D XLR Male RX Pluggable Receiver, XLR Male, USB-C Port, USB-A to USB-C Cable","0","R 4,160.00"
"SEN-508498","508498","Sennheiser XSW-D Instrument RX Pluggable Instrument Receiver, Male Jack 6.3mm, USB-C Port, USB Cable","0","R 4,160.00"
"SEN-508499","508499","Sennheiser XSW-D PEDALBOARD RX","0","R 6,487.00"
"SEN-508500","508500","Sennheiser XSW-D Mini Jack RX Pluggable Receiver, Mini Jack Female 3.5mm, USB-C Port, USB Cable","0","R 4,160.00"
"SEN-508990","508990","Sennheiser EW-D SK Colour Coding, SK Identification Rings","0","R 444.00"
"SEN-508991","508991","Sennheiser EW-D SKM Colour Coding, SKM Identification Rings","0","R 444.00"
"SEN-508992","508992","Sennheiser EW-D EM Colour Codingset , EM Identification Rings","0","R 444.00"
"SEN-508993","508993","Sennheiser EW-D SK BELT CLIP VERTICAL Belt clip for EW-D SK digital bodypack transmitter","0","R 233.00"
"SEN-508994","508994","Sennheiser EW-D EM RUBBER FEET Rubber feet for EW-D EM rackmount receiver","0","R 117.00"
"SEN-508995","508995","Sennheiser Spares - NT 12-35 CS Power Supply for EW-ASA Splitter","5","R 1,142.00"
"SEN-700079","700079","Sennheiser Headmic Frame SB, For Headmic 4, Silver","0","R 4,218.00"
"SEN-700083","700083","Sennheiser EW-DP SKP (S1-7), Plug-on Transmitter","4","R 8,116.00"
"SEN-700087","700087","Sennheiser Headmic Boom Arm BE, For Headmic 4, Beige","0","R 7,418.00"
"SEN-700091","700091","Sennheiser Headmic Boom Arm BK, For Headmic 4, Black","0","R 7,418.00"
"SEN-700367","700367","Sennheiser MTW4 Black Copper, MOMENTUM True Wireless 4, ANC","19","R 5,699.00"
"SEN-700383","700383","Sennheiser M4 AEBT Graphite, MOMENTUM 4 Around Ear Wireless Headphone Graphite","13","R 6,825.00"
"ADP-AES3-AU-2X2","AES3-AU-2X2","Audinate Dante AVIO AES3 IO Adapter 2X2 Ch","7","R 6,097.00"
"ADP-AVIO-A-2IN-EB","AVIO-A-2IN-EB","Audinate Dante AVIO Install Input Adapter 2 Ch","12","R 6,817.00"
"ADP-AVIO-A-2OUT-EB","AVIO-A-2OUT-EB","Audinate Dante AVIO Install Output Adapter 2 Ch","10","R 6,817.00"
"ADP-BT-AU-2X1","BT-AU-2X1","Audinate Dante AVIO Bluetooth IO Adapter 2x1","0","R 7,984.00"
"ADP-DAI-AU-1X0","DAI-AU-1X0","Audinate Dante AVIO Analog Input Adapter 1 Ch","18","R 4,869.00"
"SEN-700269","700269","Sennheiser Profile Wireless Receiver","0","R 2,306.00"
"SEN-700270","700270","Sennheiser Profile Wireless Clip Magnet","4","R 117.00"
"SEN-700271","700271","Sennheiser Profile Wireless TX Windscreen","0","R 117.00"
"SEN-700272","700272","Sennheiser Profile CL 35 RRS without Lock","0","R 444.00"
"SEN-700263","700263","Sennheiser ACCENTUM True Wireless White","102","R 3,699.00"
"SEN-700264","700264","Sennheiser ACCENTUM True Wireless Blue","31","R 3,699.00"
"SEN-700266","700266","Sennheiser Profile Wireless 2-Channel Set","102","R 6,999.00"
"SEN-700267","700267","Sennheiser Profile Wireless Charging Bar","1","R 1,375.00"
"SEN-700268","700268","Sennheiser Profile Wireless Transmitter","2","R 2,306.00"
"NEM-006974","006974","Neumann USM 69 I Stereo Microphone, Nickel, 2 Separate Dual-diaphragm Capsules, Rotary By 270"","0","R 154,074.00"
"NEM-006976","006976","Neumann USM69 I MT Stereo microphone double capsule, switchable directionality, 48V, XLR-5M, black","0","R 154,074.00"
"NEM-007022","007022","Neumann U 87 AI Nickel Large Diaphragm Cardioid Microphone, Omni, Figure-8, Wooden Box","0","R 76,019.00"
"NEM-007023","007023","Neumann U 87 AI-MT Black Large Diaphragm Cardioid Microphone, Omni, Figure-8, Wooden Box","0","R 76,019.00"
"NEM-007130","007130","Neumann KU 100 Dummy Head, Binaural Stereo Microphone, Mic Cable IC5, Adapter Cable AC 20, 230V","0","R 212,581.00"
"SON-700381","700381","Sennheiser Accentum Wireless Blues ANC Headphones 50-Hour Playtime","64","R 3,199.00"
"SON-700430","700430","Sennheiser ACCENTUM Open True Wireless Black","110","R 1,999.00"
"SON-700434","700434","Sennheiser BTD 700 Bluetooth USB Dongle, With USB-C Adapter","7","R 1,250.00"
"SON-700446","700446","Sennheiser ACCENTUM Open True Wireless Cream","80","R 1,999.00"
"SEN-700587","700587","Sennheiser MD 421 KOMPAKT Multipurpose Cardioid Dynamic Microphone","6","R 6,487.00"
"SEN-700588","700588","Sennheiser MZH Drums","3","R 466.00"
"SEN-700589","700589","Sennheiser MD 421 Kompakt + Drum Clamp","8","R 6,953.00"
"NEM-008674","008674","Neumann TLM 107 BK Studio Set Large Diaphragm Microphone, Black, Multipattern, EA 4 Elastic Suspension","0","R 34,643.00"
"NEM-008678","008678","Neumann U 67-SET Vacuum Tube Microphone Set, Dual Diaphragm Capsule, Z 48 Elastic Suspension","0","R 114,517.00"
"NEM-008679","008679","Neumann NU 67 V Power Supply","1","R 35,295.00"
"NEM-008680","008680","Neumann UC 5 Microphone Cable","0","R 7,358.00"
"SEN-509296","509296","Sennheiser XS Lav - Foam Windshield Foam windshield for XS Lav USB-C and XS Lav Mobile","2","R 117.00"
"SEN-509299","509299","Sennheiser Sport True Wireless (CX200TW1 SPORT)","2","R 2,856.00"
"SEN-502419","502419","Sonova HZH 280","0","R 467.00"
"SEN-700273","700273","Sennheiser Profile Wireless Lightning Adaptor","0","R 444.00"
"SEN-700274","700274","Sennheiser Profile Wireless Cold Shoe","0","R 211.00"
"SEN-700275","700275","Sennheiser Profile Wireless USB-C Adaptor","0","R 444.00"
"SEN-700276","700276","Sennheiser Profile Wireless Pouch","0","R 444.00"
"SEN-700278","700278","Sennheiser Profile Wireless 1-Channel Set","55","R 4,999.00"
"NEM-006190","006190","Neumann STV 4 Tripod extension, length: 40 mm, Dia 19mm, black","0","R 1,935.00"
"NEM-006199","006199","Neumann PA 100 Pistonphone adapter for dummy head KU 100, black","0","R 1,935.00"
"NEM-006207","006207","Neumann Z26 MT Shock absorber for noise reduction, 3/8" threaded bolt, 3/8" / 5/8"/ 1/2" , black","0","R 2,586.00"
"NEM-006208","006208","Neumann Z 48 Older style clamping action shockmount for all variants of U 67, U 77, U 87, M 269","0","R 9,313.00"
"NEM-006427","006427","Neumann U 47 FET Large diaphragm microphone, condenser, cardioid, 48V phantom power, XLR-3M, nickel","0","R 95,431.00"
"NEM-006449","006449","Neumann U 89 I Nickel Large Diaphragm Hypercardioid Microphone, Omni, Figure-8, Wooden Box","0","R 76,019.00"
"NEM-006450","006450","Neumann U 89 I MT Black Large Diaphragm Hypercardioid Microphone, Omni, Figure-8, Wooden Box","0","R 76,019.00"
"NEM-006543","006543","Neumann IC 3-MT Microphone Cable","0","R 4,317.00"
"NEM-006547","006547","Neumann IC 4 Microphone cable with swivel ball joint, length:  10m, XLR-3F -> XLR-3M, nickel","0","R 11,485.00"
"NEM-006557","006557","Neumann IC 4-MT Microphone cable with swivel ball joint, length:  10m, XLR-3F -> XLR-3M, black","0","R 11,485.00"
"NEM-006595","006595","Neumann AC 20 Adapter Cable, XLR-5F Connector, 2x 3M Connector, 1m Cable","0","R 3,666.00"
"NEM-006621","006621","Neumann IC 6 Microphone Cable","0","R 13,005.00"
"NEM-006753","006753","Neumann WS 87 Windscreen, Anthracite","0","R 1,501.00"
"NEM-006802","006802","Neumann MNV 21-MT Auditorium Hanger","0","R 1,935.00"
"NEM-006804","006804","Neumann MNV 87 Auditorium Hanger","0","R 6,924.00"
"NEM-007297","007297","Neumann EA 87 Elastic Suspension","0","R 10,182.00"
"NEM-007273","007273","Neumann EA 170-MT Elastic mounting for M 149/150 and TLM 170, 3/8"/ 5/8" / 1/2" tripod thread, black","0","R 7,792.00"
"NEM-008381","008381","Neumann TLM 193 Large Diaphragm Microphone, Cardioid, Black, SG 1 Stand Mount Swivel, Wooden Box","0","R 36,815.00"
"NEM-008389","008389","Neumann KM 184-MT Miniature Microphone System, Black, Cardioid, WNS 100 Windscreen","0","R 19,087.00"
"NEM-008390","008390","Neumann M 149-TUBE-SET-EU Vacuum Tube Microphone, Dual Diaphragm Capsule, EA 170 Elastic Suspension","0","R 130,183.00"
"NEM-008407","008407","Neumann KT 8 Microphone cable, length:  10m, DIN-8F -> DIN-8M, black","0","R 7,358.00"
"NEM-008422","008422","Neumann STH 120","0","R 4,534.00"
"NEM-008427","008427","Neumann WNS 120 Windscreen for KM 120 and AK 20, black","0","R 1,066.00"
"NEM-008428","008428","Neumann EA 2 mt Elastic suspension for D 01 and TLM 193, 3/8"/ 5/8" / 1/2" tripod thread, black","0","R 7,792.00"
"NEM-008430","008430","Neumann TLM 103 Large Diaphragm Microphone, Cardioid, Nickel, SG 2 Stand Mount Swivel, Wooden Box","1","R 26,607.00"
"NEM-008472","008472","Neumann PS 15 Popscreen","0","R 2,586.00"
"NEM-008474","008474","Neumann KK 105 S Super Cardiod Microphone Capsule, Nickel, With Padded Nylon Bag, For SKM 5000/5200","1","R 20,607.00"
"NEM-008476","008476","Neumann KK 105 S-BK Microphone module for SKM 5200, condenser, supercardioid, black","0","R 20,607.00"
"NEM-008483","008483","Neumann BCM 104 Broadcast Condenser Microphone, Cardioid Directional Characteristic","0","R 24,978.00"
"NEM-008488","008488","Neumann PS 20 A Popscreen","0","R 2,797.00"
"NEM-008489","008489","Neumann MF 5 Floor Stand, Gray Soft-touch Powder Coating, 250mm Diameter, 2.7 kg","0","R 4,317.00"
"NEM-008490","008490","Neumann SG 100-1 Swivel mount for tripod mounting a KVF capsule extension, black","0","R 2,369.00"
"NEM-008491","008491","Neumann DS 100-1 Swivel mount for two KVF capsule extensions, black","0","R 2,152.00"
"NEM-008501","008501","Neumann TLM 103 Stereo Set Nickel Large Diaphragm Microphone Set, Cardioid, EA 1","0","R 62,580.00"
"NEM-008504","008504","Neumann TLM 170 R-MT Stereo Set Black Large Diaphragm Microphone Set, Double Membrane Capsule, EA170","0","R 156,246.00"
"NEM-008505","008505","Neumann U 87 AI Stereo Set Nickel Large Diaphragm Microphone Set, Omni, Cardioid, Figure-8","0","R 156,925.00"
"NEM-008506","008506","Neumann U 87 AI-MT Stereo Set Black Large Diaphragm Microphone Set, Omni, Cardioid, Figure-8","0","R 156,925.00"
"NEM-008507","008507","Neumann BCM 705 Broadcast Dynamic Microphone, Hypercardioid Directional Characteristic","4","R 15,829.00"
"NEM-008508","008508","Neumann TLM 103 Mono Set Large Diaphragm Microphone, Cardioid, Nickel, EA 1 Elastic Suspension","1","R 33,666.00"
"NEM-008509","008509","Neumann TLM 103-MT-Set Set each with 1x :   TLM 103 and EA 1, black","0","R 33,666.00"
"NEM-008521","008521","Neumann KM 183-MT Stereo Set Black Miniature Microphone Set, Omni, SG 21 Stand Swivel Mount","0","R 35,838.00"
"NEM-008522","008522","Neumann KM 183 Stereo Set Nickel Miniature Microphone Set, Omni, SG 21 Stand Swivel Mount","0","R 35,838.00"
"NEM-008523","008523","Neumann KM 184-MT Stereo Set Black Miniature Microphone Set, Cardioid, SG 21 Stand Swivel Mount","0","R 35,838.00"
"NEM-008524","008524","Neumann KM 184 Stereo Set Nickel Miniature Microphone Set, Cardioid, SG 21 Stand Swivel Mount","0","R 35,838.00"
"NEM-008544","008544","Neumann TLM 103-MT Studio Set Black Large Diaphragm Microphone, Cardioid, EA 1 Elastic Suspension","0","R 31,494.00"
"NEM-008545","008545","Neumann TLM 103 Studio Set Nickel Large Diaphragm Microphone, Cardioid, EA 1 Elastic Suspension","0","R 29,244.00"
"NEM-008548","008548","Neumann KMS 104 Vocalist Microphone, Cardioid, Nickel, Condenser Mic Capsule","0","R 15,829.00"
"NEM-008605","008605","Neumann TLM 67 Large Diaphragm Microphone, Omni, Cardioid, Figure-8, Pearl Gray/Nickel, Wooden Box","0","R 53,214.00"
"NEM-008607","8607","Neumann LC 4-10 NX Microphone Cable, 3.5mm Diameter, 10m, For KK1XX Capsules, With KM A & KM D","0","R 8,900.00"
"NEM-008608","008608","Neumann KVG 130 nx","0","R 16,046.00"
"NEM-008614","008614","Neumann SG 109 Stand Mount, Black","0","R 3,448.00"
"NEM-008624","008624","Neumann KMS 104 PLUS Vocalist Microphone, Cardioid, Nickel, Condenser Microphone Capsule, SG 105","0","R 15,829.00"
"NEM-008728","008728","Neumann SH 250 Gooseneck for the Neumann MCM system including KC 1, length: 250 mm","0","R 4,317.00"
"NEM-505988","505988","Neumann KH 420 A G Active Studio Monitor, EU+UK+US Mains Cables 10inch + 3inch + 1inch Driver","0","R 119,323.00"
"NEM-505990","505990","Neumann GKH 420 B Robust metal grille to protect the KH 420 drivers. Black (RAL 9005)","0","R 8,444.00"
"NEM-509126","509126","Neumann KH 120 II W AES67 Two Way, DSP-poweredNearfield Monitor","0","R 25,955.00"
"NEM-509127","509127","Neumann KH 150 EU/KC Studio Monitor, Anthracite Two Way, DSP-powered Nearfield Monitor","6","R 35,838.00"
"NEM-509131","509131","Neumann KH 150 W Two Way, DSP-powered Nearfield Monitor, white","0","R 35,838.00"
"NEM-509132","509132","Neumann KH 150 AES67 Studio Monitor, Anthracite Two Way, DSP-powered Nearfield Monitor","0","R 41,132.00"
"NEM-509133","509133","Neumann KH 150 W AES67 Two Way, DSP-powered Nearfield Monitor, AES67, white","0","R 41,132.00"
"NEM-509134","509134","Neumann Monitor Alignment KIT1, Subwoofer KH 750 + Measurement Mic MA 1","3","R 40,182.00"
"NEM-700260","700260","Neumann MT 48 U Universal Audio Interface, w/ USB-A & USB-C Data Cables, Softcase","4","R 43,304.00"
"NEM-700261","700261","Neumann MIDI Adapter Set for MT 48, 2x 6.3mm Jack - MIDI Connector Adapter","0","R 415.00"
"NEM-700331","700331","Neumann SOFTWARE only for MA 1 v2.0 for Multichannel Extension","0","R 6,000.00"
"NEM-700356","700356","Neumann AC 31 (0.6 M) Connection cable for the Neumann MCM system, 0.6 m, to 3.5 mm jack","0","R 632.00"
"NEM-700357","700357","Neumann AC 31 (3.0 M) Connection cable for the Neumann MCM system, 3.0 m, to 3.5 mm jack","0","R 1,066.00"
"NEM-700699","700699","Neumann RIME Binaural Monitoring Plug-in for Stereo & Immersive for NDH 20 & NDH 30 Headphones","0","R 2,152.00"
"NEM-700365","700365","Neumann MCM SOFTCASE MCM Softcase, empty","0","R 849.00"
"SEN-505972","505972","Sennheiser BA 10 Rechargeable LI-Ion Battery Pack, For SKM D1, SKM AVX, SL","21","R 2,008.00"
"SEN-508960","508960","Sennheiser MMCX Cable 3.5mm, For IE 900","0","R 1,916.00"
"SEN-508961","508961","Sennheiser MMCX Cable 4.4mm, For IE 900","0","R 2,884.00"
"SEN-509115","509115","Sennheiser CX True Wireless Charger Case Black, (CX 200 True Wireless C)","0","R 1,000.00"
"SEN-700158","700158","Sennheiser GZL RG 58 - 0.25m Coaxial Cable with BNC Connector","8","R 582.00"
"SEN-700159","700159","Sennheiser GZL RG 58 - 0.5m Coaxial Cable with BNC Connector","4","R 677.00"
"SEN-700160","700160","Sennheiser GZL RG 58 - 1M Coaxial cable with BNC connector, 50 Ohm, 1m","0","R 910.00"
"SEN-700161","700161","Sennheiser GZL RG 58 - 5M Coaxial cable with BNC connector, 50 Ohm, 5m","0","R 1,142.00"
"SEN-700262","700262","Sennheiser ACCENTUM True Wireless Black","184","R 3,699.00"
"SEN-700259","700259","Sonova MMCX MICROPHONE CABLE 3.5MM PL (Cable for IE series, 1.20 m, 3.5 mm jack, with microphone, braided)","5","R 1,650.00"
"SEN-700260","700260","Sonova MMCX BRAIDED CABLE 4.4MM PLUG","0","R 1,516.00"
"SEN-509487","509487","Sennheiser MZC 1-1 GOLD Small frequency cap for SL Headmic 1, gold","0","R 262.00"
"SEN-509494","509494","Sennheiser Headmic 4-EW, Beige, Cardioid, 3.5mm Jack, 1.6m Cable","2","R 13,556.00"
