"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"AUA-MTX88","MTX88","Audac 8-zone audio matrix","0","R 31,978.00"
"AUA-MWS05/B","MWS05/B","Audac Cmx45 & cmx55 windscreen black Cmx45 & cmx55 windscreen black","0","R 132.00"
"AUA-MWS215/B","MWS215/B","Audac CMX215 windcreen Black","0","R 185.00"
"AUA-MWS220/B","MWS220/B","Audac Cmx220 windscreen - black Cmx220 windscreen black","0","R 269.00"
"AUA-MWS380/B","MWS380/B","Audac CMX380 windscreen Cmx 380 windscreen black","0","R 269.00"
"AUA-MWS380/W","MWS380/W","Audac CMX380 windscreen White","0","R 269.00"
"AUA-MWS700/S","MWS700/S","Audac CMX7xx series windscreen Beige","0","R 185.00"
"AUA-MWS800/B","MWS800/B","Audac CMX826 windscreen Black","0","R 181.00"
"AUA-MWS800/S","MWS800/S","Audac CMX826 windscreen Beige color","0","R 185.00"
"AUA-MWX45/B","MWX45/B","Audac MTX wall panel controller 45 x 45 mm Black version","0","R 2,014.00"
"AUA-MWX45/W","MWX45/W","Audac MTX wall panel controller 45 x 45 mm White version","0","R 2,014.00"
"AUA-MWX65/B","MWX65/B","Audac All-in-one wall panel for MTX Black version","1","R 6,122.00"
"AUA-MWX65/W","MWX65/W","Audac All-in-one wall panel for MTX White version","5","R 6,122.00"
"AUA-NCP105/B","NCP105/B","Audac Universal network/PoE wall panel controller Black version","0","R 5,059.00"
"AUA-NCP105/W","NCP105/W","Audac Universal network/PoE wall panel controller White version","0","R 5,059.00"
"AUA-NELO706I/W","NELO706I/W","Audac Surface mount speaker White version (RAL9016) without volume controller","20","R 1,176.00"
"AUA-NELO706V/B","NELO706V/B","Audac Surface mount speaker Black version with volume controller","0","R 1,545.00"
"AUA-NELO706V/W","NELO706V/W","Audac Surface mount speaker White version with volume controller","0","R 1,478.00"
"AUA-NIO204","NIO204","Audac Network I/O mixing breakout box Dante/AES67 - 4 x Line outputs","0","R 13,058.00"
"AUA-NIO222","NIO222","Audac Network I/O mixing breakout box Dante/AES67 - 2 x Mic/Line inputs + 2 x Balanced Line outputs","0","R 15,669.00"
"AUA-NIO240","NIO240","Audac Network I/O mixing breakout box Dante/AES67 - 4 x Mic/Line inputs","0","R 16,975.00"
"AUA-NMP40","NMP40","Audac Audio Streaming Sourcecon Module","4","R 6,874.00"
"AUA-NPM200","NPM200","Audac Dante/AES67 paging console","0","R 24,810.00"
"AUA-NWP220/B","NWP220/B","Audac Network input panel - 2 x XLR + BT (4 CH) Black version","1","R 18,604.00"
"AUA-NWP220/W","NWP220/W","Audac Network input panel - 2 x XLR + BT (4 CH) White version","0","R 18,604.00"
"AUA-NWP222/B","NWP222/B","Audac Network in- & output panel - 2 x XLR in- & out + BT (4 x 2 CH) Black version","0","R 21,280.00"
"AUA-NWP222/W","NWP222/W","Audac Network in- & output panel - 2 x XLR in- & out + BT (4 x 2 CH) White version","0","R 21,280.00"
"AUA-NWP300/B","NWP300/B","Audac Network input panel - BT + 3.5 mm jack (4 CH) Black version","0","R 18,604.00"
"AUA-NWP300/W","NWP300/W","Audac Network input panel - BT + 3.5 mm jack (4 CH) White version","0","R 18,604.00"
"AUA-NWP320/B","NWP320/B","Audac Network input panel - 2 x XLR + 3.5 mm jack + BT (4 CH) Black version","0","R 21,280.00"
"AUA-NWP320/W","NWP320/W","Audac Network input panel - 2 x XLR + 3.5 mm jack + BT (4 CH) White version","0","R 21,280.00"
"AUA-NWP400/B","NWP400/B","Audac Network input panel - USB Type-C + BT (4 CH) Black version","0","R 18,604.00"
"AUA-NWP400/W","NWP400/W","Audac Network input panel - USB Type-C + BT (4 CH) White version","0","R 18,604.00"
"AUA-OPT2","OPT2","Audac Optical fiber kit","0","R 11,622.00"
"AUA-PDM200","PDM200","Audac Paging microphone","0","R 2,429.00"
"AUA-PMQ240","PMQ240","Audac WaveDynamics quad-channel 70/100V power amplifier","8","R 34,645.00"
"AUA-PMQ480","PMQ480","Audac WaveDynamics quad-channel 70/100V power amplifier","0","R 37,614.00"
"AUA-PMQ600","PMQ600","Audac WaveDynamics quad-channel 70/100V power amplifier","1","R 39,565.00"
"AUA-POW2","POW2","Audac Power amplifier kit","0","R 23,481.00"
"AUA-PRE116","PRE116","Audac 6 Channel stereo preamplifier","1","R 12,438.00"
"AUA-PRE126","PRE126","Audac Two zone - 6 Channel stereo preamplifier Regular","0","R 15,058.00"
"AUA-PRE220","PRE220","Audac Two zone - 10 Channel stereo pre-amplifier","0","R 17,526.00"
"AUA-PRE240","PRE240","Audac Four zone - 10 Channel stereo preamplifier","2","R 19,722.00"
"AUA-PSD241","PSD241","Audac Power supply 24V DC 1.67A ABS","0","R 1,009.00"
"AUA-RGA12","RGA12","Audac Outdoor DAB/DAB+ antenna","0","R 1,290.00"
"AUA-RMA40A/B","RMA40A/B","Audac Light track adapter mount for ATEO4 - 3-Phase Track Black version","2","R 918.00"
"AUA-RMA40A/W","RMA40A/W","Audac Light track adapter mount for ATEO4 - 3-Phase Track White version","0","R 918.00"
"AUA-RMA45A/B","RMA45A/B","Audac Light track adapter mount for ATEO4 - Smart 3-Phase Track Black version","0","R 918.00"
"AUA-RMA45M/B","RMA45M/B","Audac Light track adapter mount for ATEO4M - Smart 3-Phase Track Black version","0","R 918.00"
"AUA-RMA45M/W","RMA45M/W","Audac Light track adapter mount for ATEO4M - Smart 3-Phase Track White version","0","R 918.00"
"AUA-RMT40","RMT40","Audac Audio player RF remote control","0","R 682.00"
"AUA-SCP206","SCP206","Audac Compact dual-channel power amplifier - 2 x 60W @ 4 Ohm - 120W @ 70/100V","0","R 14,762.00"
"AUA-SCP212","SCP212","Audac Compact dual-channel power amplifier - 2 x 120W @ 4 Ohm - 240W @ 70/100V","3","R 15,665.00"
"AUA-SCP224","SCP224","Audac Compact dual-channel power amplifier - 2 x 240W @ 4 Ohm - 480W @ 70/100V","2","R 18,164.00"
"AUA-SCP230","SCP230","Audac Compact dual-channel power amplifier - 2 x 300W @ 4 Ohm - 600W @ 70/100V","5","R 19,590.00"
"AUA-SL-AEC4","SL-AEC4","Audac 4 channels AEC activation license for LUNA-F License 4 channels AEC activation - Version 1.0","0","R 7,750.00"
"AUA-SL-LUA1","SL-LUA1","Audac Lua scripting engine activation license License Lua scripting engine - Version 1.0","0","R 10,368.00"
"AUA-SL-NAC8","SL-NAC8","Audac 8x8 networked Dante/AES67 Audio channels expansion license License 8x8 networked Dante/AES67 Audio channels expansion - Version 1.0","0","R 7,517.00"
"AUA-SL-PAGE1","SL-PAGE1","Audac Send paging messages with Audac Touch License Audac Touch Page - Version 1.0","0","R 50,475.00"
"AUA-SL-PLUS1","SL-PLUS1","Audac Enhance your Audac Touch experience License Audac Touch Plus - Version 1.0","0","R 1,260.00"
"AUA-SMA350","SMA350","Audac WaveDynamics dual-channel power amplifier 2 x 350W","1","R 20,621.00"
"AUA-SMA500","SMA500","Audac WaveDynamics dual-channel power amplifier 2 x 500W","1","R 22,464.00"
"AUA-SMA750","SMA750","Audac WaveDynamics dual-channel power amplifier 2 x 750W","1","R 26,000.00"
"AUA-SMQ1250","SMQ1250","Audac WaveDynamics quad-channel power amplifier 4 x 1250W","0","R 48,471.00"
"AUA-SMQ350","SMQ350","Audac WaveDynamics quad-channel power amplifier 4 x 350W","4","R 29,915.00"
"AUA-SMQ500","SMQ500","Audac WaveDynamics quad-channel power amplifier 4 x 500W","3","R 33,788.00"
"AUA-SMQ750","SMQ750","Audac WaveDynamics quad-channel power amplifier 4 x 750W","0","R 39,193.00"
"AUA-SP20","SP20","Audac Sound projector","0","R 1,880.00"
"AUA-SP202","SP202","Audac Heavy duty bidirectional sound projector","5","R 3,079.00"
"AUA-SP22","SP22","Audac Heavy duty sound projector","3","R 2,734.00"
"AUA-SSP500/W","SSP500/W","Audac Flush mount 2-way sauna speaker 20W RAL9010","0","R 1,507.00"
"AUA-STG601","STG601","Audac Steel drop safety wire HF Express 2 - 1 meter","0","R 408.00"
"AUA-TBA40","TBA40","Audac Tile bridge set for CALI424","0","R 972.00"
"AUA-TBA60","TBA60","Audac Tile bridge set for CALI660","0","R 1,076.00"
"AUA-TR1006F","TR1006F","Audac Audio line transformer 6W 100V with FastCon connection","0","R 389.00"
"AUA-TR1024F","TR1024F","Audac Audio line transformer 24W 100V with FastCon connection","0","R 469.00"
"AUA-TR2050","TR2050","Audac Stereo groundloop isolator RCA male - RCA female","0","R 296.00"
"AUA-TR2070","TR2070","Audac Stereo groundloop isolator 3.5mm jack male - 3.5 Jack female","0","R 344.00"
"AUA-TR3030","TR3030","Audac Toroidal audio line transformer 30W 100V","0","R 1,114.00"
"AUA-TR3060","TR3060","Audac Toroidal audio line transformer 60W 100V","0","R 1,721.00"
"AUA-TR3120","TR3120","Audac Toroidal audio line transformer 120W 100V","0","R 2,348.00"
"AUA-TR3240","TR3240","Audac Toroidal audio line transformer 240W 100V","1","R 3,293.00"
"AUA-TRM124/B","TRM124/B","Audac 70/100V transformer module for VEXO110 Black version - VEXO110 - 240W & 120W power taps","0","R 4,203.00"
"AUA-TRM124/W","TRM124/W","Audac 70/100V transformer module for VEXO110 White version - VEXO110 - 240W & 120W power taps","0","R 4,203.00"
"AUA-TRM224/B","TRM224/B","Audac 70/100V transformer module for VEXO112 & VEXO115 Black version - VEXO112 & VEXO115 - 240W & 120W power taps","0","R 4,417.00"
"AUA-TRM224/W","TRM224/W","Audac 70/100V transformer module for VEXO112 & VEXO115 White version - VEXO112 & VEXO115 - 240W & 120W power taps","0","R 4,417.00"
"AUA-TRM248/B","TRM248/B","Audac 70/100V transformer module for VEXO112 & VEXO115 Black version - VEXO112 & VEXO115 - 480W & 240W power taps","0","R 6,960.00"
"AUA-TRM248/W","TRM248/W","Audac 70/100V transformer module for VEXO112 & VEXO115 White version - VEXO112 & VEXO115 - 480W & 240W power taps","0","R 6,960.00"
"AUA-TRV106","TRV106","Audac 70/100V Transformer module VIRO5/VIRO5D - 60W & 30W power taps","0","R 1,449.00"
"AUA-TSP40","TSP40","Audac FM tuner","0","R 5,325.00"
"AUA-VC3022/W","VC3022/W","Audac 100V volume controller 20W 80 x 80 mm 100v wall volume controller","5","R 648.00"
"AUA-VC3036/B","VC3036/B","Audac 100V volume controller 36W 45 x 45 mm Black version","0","R 1,933.00"
"AUA-VC3036/W","VC3036/W","Audac 100V volume controller 36W 45 x 45 mm White version","4","R 1,933.00"
"AUA-VC3062/W","VC3062/W","Audac 100V volume controller 60W 80 x 80 mm White version","0","R 1,211.00"
"AUA-VC3102/W","VC3102/W","Audac 100V volume controller 100W 80 x 80 mm White version","7","R 1,376.00"
"AUA-VC3208/B","VC3208/B","Audac Remote volume controller 45 x 45 mm Black version","0","R 807.00"
"AUA-VC3208/W","VC3208/W","Audac Remote volume controller 45 x 45 mm White version","6","R 807.00"
"AUA-VC4008/B","VC4008/B","Audac Volume remote Btici Black version","0","R 675.00"
"AUA-VEXO108/B","VEXO108/B","Audac 8in high performance 2-way loudspeaker Black version","0","R 10,298.00"
"AUA-VEXO108/W","VEXO108/W","Audac 8in high performance 2-way loudspeaker White version","0","R 11,172.00"
"AUA-VEXO110/B","VEXO110/B","Audac 10" high performance 2-way loudspeaker Black version","4","R 13,682.00"
"AUA-VEXO110/W","VEXO110/W","Audac 10" high performance 2-way loudspeaker White version","0","R 15,344.00"
"AUA-VEXO110A/B","VEXO110A/B","Audac 10" high performance 2-way active loudspeaker Black version","0","R 24,923.00"
"AUA-VEXO110A/W","VEXO110A/W","Audac 10" high performance 2-way active loudspeaker White version","0","R 26,058.00"
"AUA-VEXO112/B","VEXO112/B","Audac 12" high performance 2-way loudspeaker Black version","2","R 18,374.00"
"AUA-VEXO112/W","VEXO112/W","Audac 12" high performance 2-way loudspeaker White version","0","R 19,960.00"
"AUA-VEXO112A/B","VEXO112A/B","Audac 12" high performance 2-way active loudspeaker Black version","0","R 29,703.00"
"AUA-VEXO112A/W","VEXO112A/W","Audac 12" high performance 2-way active loudspeaker White version","0","R 31,118.00"
"AUA-VEXO115/B","VEXO115/B","Audac 15" high performance 2-way loudspeaker Black version","0","R 22,205.00"
"AUA-VEXO115/W","VEXO115/W","Audac 15" high performance 2-way loudspeaker White version","0","R 24,121.00"
"AUA-VEXO115A/B","VEXO115A/B","Audac 15" high performance 2-way active loudspeaker Black version","0","R 32,540.00"
"AUA-VEXO115A/W","VEXO115A/W","Audac 15" high performance 2-way active loudspeaker White version","0","R 34,087.00"
"AUA-VEXO208/B","VEXO208/B","#Audac Compact 8in high performance 3-way loudspeaker Black version","4","R 21,415.00"
"AUA-VEXO208/W","VEXO208/W","Audac Compact 8in high performance 3-way loudspeaker White version","0","R 23,243.00"
"AUA-VEXO8/B","VEXO8/B","Audac Compact high-power speaker 8" Black","4","R 9,313.00"
"AUA-VEXO8/W","VEXO8/W","Audac Compact high-power speaker 8" White","0","R 9,313.00"
"AUA-VIRO5/B","VIRO5/B","Audac Compact performance loudspeaker Black version - 8Ohm","2","R 7,756.00"
"AUA-VIRO5/W","VIRO5/W","Audac Compact performance loudspeaker White version - 8Ohm","2","R 7,756.00"
"AUA-VIRO5D/B","VIRO5D/B","Audac Compact performance loudspeaker Black version - 16Ohm","0","R 7,756.00"
"AUA-VIRO5D/W","VIRO5D/W","Audac Compact performance loudspeaker White version - 16Ohm","9","R 7,756.00"
"AUA-WB200/SB","WB200/SB","Audac Surface mount wall box for WP & DWP series - 80 x 80 mm wall panel Black version","4","R 341.00"
"AUA-WB200/SW","WB200/SW","Audac Surface mount wall box for WP & DWP series - 80 x 80 mm wall panel White version","1","R 341.00"
"AUA-WB3102/FG","WB3102/FG","Audac Wall mounting box Flush mount - hollow wall","9","R 188.00"
"AUA-WB3102/FS","WB3102/FS","Audac Wall mounting box Flush mount - solid wall","10","R 188.00"
"AUA-WB3102/SW","WB3102/SW","Audac Wall mount box for VC3xx2","11","R 370.00"
"AUA-WB45D/B","WB45D/B","Audac Surface mount box double 45 x 45 mm Black version","0","R 560.00"
"AUA-WB45D/FG","WB45D/FG","Audac Flush mount box for double 45 x 45 mm wall panel - Hollow wall","0","R 533.00"
"AUA-WB45D/W","WB45D/W","Audac Surface mount box double 45 x 45 mm White version","0","R 560.00"
"AUA-WB45DX/FG","WB45DX/FG","Audac Flush mount box for double 45 x 45 mm wall panel - Hollow wall - 75mm depth","0","R 933.00"
"AUA-WB45S/B","WB45S/B","Audac Surface mount box single 45 x 45 mm Black version","5","R 317.00"
"AUA-WB45S/FG","WB45S/FG","Audac Flush mount box for 45 x 45 mm wall panel - Hollow wall","6","R 188.00"
"AUA-WB45S/W","WB45S/W","Audac Surface mount box single 45 x 45 mm White version","1","R 317.00"
"AUA-WB45SI/FS","WB45SI/FS","Audac Flush mount box for wall panel - Solid wall","10","R 197.00"
"AUA-WB50/AF","WB50/AF","Audac Adapter frame for WB50 to 3-gang US standard","0","R 324.00"
"AUA-WB50/B","WB50/B","Audac Wall box for DW5065/WP523/MWX65 Surface mount box for Audac wallpanel - black","0","R 351.00"
"AUA-WB50/FG","WB50/FG","Audac Flush mount box for Audac wallpanel - hollow wall","7","R 247.00"
"AUA-WB50/FS","WB50/FS","Audac Flush mount box for Audac wallpanel - solid wall","2","R 192.00"
"AUA-WB50/W","WB50/W","Audac Wall box for DW5065/WP523/MWX65 Surface mount box for Audac wallpanel - white","0","R 324.00"
"AUA-WBP100/B","WBP100/B","Audac Wall bracket plate for XE/VEXO speaker Black version","3","R 480.00"
"AUA-WBP100/W","WBP100/W","Audac Wall bracket plate for XE/VEXO speaker White version","0","R 480.00"
"AUA-WMA20/B","WMA20/B","Audac Extension mount with 30deg incline angle for ATEO2 Black","33","R 88.00"
"AUA-WMA20/W","WMA20/W","Audac Extension mount with 30deg incline angle for ATEO2 White","60","R 88.00"
"AUA-WMA40/B","WMA40/B","Audac Extension mount with 30deg incline angle for ATEO4 Black","2","R 102.00"
"AUA-WMA40/W","WMA40/W","Audac Extension mount with 30deg incline angle for ATEO4 White","23","R 102.00"
"AUA-WMA40M/B","WMA40M/B","Audac Extension mount with inclination angle for ATEO4M Black version","58","R 131.00"
"AUA-WMA40M/W","WMA40M/W","Audac Extension mount with inclination angle for ATEO4M White version","4","R 131.00"
"AUA-WMA60/B","WMA60/B","#Audac Extension mount with 30deg incline angle for ATEO6 Black","8","R 132.00"
"AUA-WMA60/W","WMA60/W","Audac Extension mount with 30deg incline angle for ATEO6 White","38","R 131.00"
"AUA-WMA60M/B","WMA60M/B","Audac Extension mount with inclination angle for ATEO6M Black version","50","R 191.00"
"AUA-WMA60M/W","WMA60M/W","Audac Extension mount with inclination angle for ATEO6M White version","62","R 191.00"
"AUA-WMI16/B","WMI16/B","Audac Wall mic input - 45x45mm - RJ45 Black version","0","R 2,152.00"
"AUA-WMI18/B","WMI18/B","Audac Active audio transceivers XLR Wall microphone input unit (45 x 45 mm)","0","R 1,977.00"
"AUA-WMI18/W","WMI18/W","Audac Active audio transceivers XLR Wall microphone input unit (45 x 45 mm)","0","R 2,152.00"
"AUA-WMI20/W","WMI20/W","Audac Wall mic input - btici - rj45 White version","0","R 2,152.00"
"AUA-WMM450","WMM450","Audac Metal in ceiling/wall back box for flush mount speakers - Fire rated","0","R 2,645.00"
"AUA-WMM630","WMM630","Audac In-ceiling/wall back-box for flush mount ceiling speakers","0","R 2,227.00"
"AUA-WP200/B","WP200/B","Audac Remote volume controller Black version","0","R 1,446.00"
"AUA-WP200/W","WP200/W","Audac Remote volume controller White version","9","R 1,446.00"
"AUA-WP205/B","WP205/B","Audac ARES5A wall panel - Microphone & line input - 80 x 80 mm Black version","4","R 2,131.00"
"AUA-WP205/W","WP205/W","Audac ARES5A wall panel - Microphone & line input - 80 x 80 mm White version","0","R 2,131.00"
"AUA-WP210/B","WP210/B","Audac Universal wall panel - Microphone & line input - 80 x 80 mm Black version","0","R 3,338.00"
"AUA-WP210/W","WP210/W","Audac Universal wall panel - Microphone & line input - 80 x 80 mm White version","0","R 3,338.00"
"AUA-WP220/B","WP220/B","Audac Universal wall panel - Bluetooth receiver input - 80 x 80 mm Black version","4","R 3,968.00"
"AUA-WP220/W","WP220/W","Audac Universal wall panel - Bluetooth receiver input - 80 x 80 mm White version","8","R 3,968.00"
"AUA-WP225/B","WP225/B","Audac Universal wall panel - Microphone, line & Bluetooth receiver - 80 x 80 mm Black version","19","R 4,532.00"
"AUA-WP225/W","WP225/W","Audac Universal wall panel - Microphone, line & Bluetooth receiver - 80 x 80 mm White version","0","R 4,532.00"
"AUA-WTR06","WTR06","Audac Waterproof transformer 6W 100V","0","R 681.00"
"AUA-WTR24","WTR24","Audac Waterproof transformer 24W 100V","1","R 820.00"
"AUA-WX302MK2/B","WX302MK2/B","Audac Universal wall speaker 3" Black version (MOQ 2 units)","6","R 1,987.00"
"AUA-WX302MK2/OB","WX302MK2/OB","Audac Outdoor universal wall speaker 3" Outdoor black version (MOQ 2 units)","0","R 2,377.00"
"AUA-WX302MK2/OW","WX302MK2/OW","Audac Outdoor universal wall speaker 3" Outdoor white version (MOQ 2 units)","4","R 2,377.00"
"AUA-WX302MK2/W","WX302MK2/W","Audac Universal wall speaker 3" White version (MOQ 2 units)","0","R 1,987.00"
"AUA-WX502/B","WX502/B","#Audac Universal wall speaker 5 1/4inch Black version (MOQ x 2)","4","R 2,356.00"
"AUA-WX502MK2/B","WX502MK2/B","Audac Universal wall speaker 5 1/4" Black version (MOQ 2 units)","5","R 2,865.00"
"AUA-WX502MK2/OB","WX502MK2/OB","#Audac Outdoor universal wall speaker 5 1/4" Outdoor black version (MOQ 2 units)","3","R 3,149.00"
"AUA-WX502MK2/OW","WX502MK2/OW","#Audac Outdoor universal wall speaker 5 1/4" Outdoor white version (MOQ 2 units)","2","R 3,149.00"
"AUA-WX502MK2/W","WX502MK2/W","Audac Universal wall speaker 5 1/4" White version (MOQ 2 units)","5","R 2,865.00"
"AUA-WX802MK2/B","WX802MK2/B","Audac Universal wall speaker 8" Black version (MOQ 2 units)","0","R 6,328.00"
"AUA-WX802MK2/OB","WX802MK2/OB","Audac Outdoor universal wall speaker 8" Outdoor black version (MOQ 2 units)","0","R 6,771.00"
"AUA-WX802MK2/OW","WX802MK2/OW","Audac Outdoor universal wall speaker 8" Outdoor white version (MOQ 2 units)","0","R 6,771.00"
"AUA-WX802MK2/W","WX802MK2/W","Audac Universal wall speaker 8" White version (MOQ 2 units)","2","R 6,328.00"
"AUA-XENO6/B","XENO6/B","Audac Full range speaker 6" Black version","5","R 6,761.00"
"AUA-XENO6/W","XENO6/W","Audac Full range speaker 6" White version","5","R 6,761.00"
"AUA-XENO8/B","XENO8/B","Audac Full range speaker 8" Black version","9","R 8,113.00"
"AUA-XENO8/W","XENO8/W","Audac Full range speaker 8" White version","2","R 8,113.00"
"AUA-XMP44","XMP44","Audac SourceCon professional modular audio system","0","R 11,109.00"
"AVA-IU75BLK","IU75BLK","Avast PVC Insulation tape 18mmx20m 180 micron Black","408","R 20.00"
"AVA-IU75WH","IU75WH","Avast PVC Insulation tape 18mmx20m 180 micron White","847","R 20.00"
"AVA-UD848F","UD848F","Avast GDA Double sided Carpet Tapes 48mm x 25m","24","R 97.00"
"AVE-CAM520P3","CAM520P3","Aver CAM520 Pro 3 USB & PoE+ Conferencing Camera, 12x Zoom, 1080p@60fps","0","R 29,115.00"
"AVE-CAM550","CAM550","Aver CAM550 4K Dual Lens USB/HDMI Conferencing Camera, 4K @30fps, 12x Zoom","0","R 38,551.00"
"AXX-180301","180301","Axxent COMBOX. Intercom Shoutbox","0","R 25,976.00"
"AXX-180304","180304","Axxent COMBOX. Intercom Shoutbox "B"","0","R 25,976.00"
"AXX-180311","180311","Axxent BP-100 Audio Intercom Belt Pack","0","R 6,104.00"
"AXX-180312","180312","Axxent BP-100V Belt Pack with vibration","4","R 7,523.00"
"AXX-180313","180313","Axxent BP101 Belt Pack sound and light alarm. Vibration alarm option","1","R 6,577.00"
"AXX-180314","180314","Axxent VP100 Vibration Module","0","R 1,420.00"
"AXX-180315","180315","Axxent TC100F Line Terminator","0","R 663.00"
"AXX-180318","180318","Axxent BP100F Installation Station","0","R 6,364.00"
"AXX-180321","180321","Axxent MS-100 Intercom Master Station","1","R 17,696.00"
"AXX-180331","180331","Axxent MS-200 Intercom Master Station","0","R 27,159.00"
"AXX-180342","180342","Axxent CP100S Half 19" Master Station w/Loudspeaker with PS65 power supply","0","R 12,965.00"
"AXX-180351","180351","Axxent LP100 Flashing Signal Light","0","R 2,319.00"
"AXX-180352","180352","Axxent LP100LED Signal Light, red","0","R 2,887.00"
"AXX-180353","180353","Axxent LP100LED Signal Light, yellow","0","R 2,887.00"
"AXX-180354","180354","Axxent LP100LED Signall Light, green","0","R 2,887.00"
"AXX-180355","180355","Axxent LP100LED Signal Light, orange","0","R 2,887.00"
"AXX-180356","180356","Axxent LP100STD Strobe Light, Clear","0","R 3,975.00"
"AXX-180361","180361","Axxent PS-101S Power Supply","0","R 7,878.00"
"AXX-180362","180362","Axxent ILS3 Intercom Line Splitter 1:3","0","R 3,502.00"
"AXX-180365","180365","Axxent PS36 Auto-AC-Sensing Power Supply 1.5 A","0","R 923.00"
"AXX-180371","180371","Axxent MBK D800 2 Ear Communication Headset","0","R 4,685.00"
"AXX-180372","180372","Axxent MBK D800E 1 Ear Communication Headset","1","R 3,738.00"
"AXX-180380","180380","Axxent Hygiene Protection white for Headphones up to ca. 9 cm dia., 20 pcs.","0","R 426.00"
"AXX-180381","180381","Axxent MBK D900 2 Ear Professional Headset","0","R 7,050.00"
"AXX-180382","180382","Axxent MBK D900E 1 Ear Professional Headset","0","R 5,867.00"
"AXX-180383","180383","Axxent Hygiene Protection black for Headphones up to ca. 9 cm dia., 20 pcs.","0","R 426.00"
"AXX-180390","180390","Axxent DB9 Adaptor Cable for Motorola GP340 and the like","0","R 2,650.00"
"AXX-180391","180391","Axxent RME-100 Rack Mount Ears for CP-100","0","R 899.00"
"AXX-180392","180392","Axxent WMK-100 Wall Mount Kit for CP-100","0","R 1,065.00"
"AXX-180393","180393","Axxent GN-M100 Gooseneck Microphone Pod","0","R 3,738.00"
"AXX-180394","180394","Axxent EXT1.5 Headset Extension Cable","0","R 947.00"
"AXX-180395","180395","Axxent Four Wire Adaptor (Duplex Interface between systems and 4 Wire Systems)","0","R 11,309.00"
"AXX-180396","180396","Axxent Connection Cable FW100 to 4 Wire Systems (DB9 plug with 1.5 m open ended stranded wire)","0","R 1,089.00"
"AXX-180398","180398","Axxent WT100 Radio Interface","0","R 11,309.00"
"AXX-180399","180399","Axxent DB9 Adaptor Cable for Kenwood Radios","0","R 1,041.00"
"AXX-180406","180406","Axxent DB9 connector to xlr 3 pin male and female","0","R 1,325.00"
"AXX-18316","18316","Axxent TR100 Talent Receiver","0","R 4,211.00"
"AXX-18317","18317","Axxent D801 Earpiece","0","R 261.00"
"EPO-1000200","1000200","EPOS ADAPT 660 BT ANC Dynamic Headset, Foldable, Touch Control, With Dongle & Case","1","R 8,434.00"
"EPO-1000202","1000202","EPOS EXPAND 80 BT Speakerphone, Black-Silver, USB Adapter, Power Supply, USB Cable, BT Dongle","8","R 10,499.00"
"EPO-1000203","1000203","EPOS EXPAND 80T BT Speakerphone, Black-Silver, USB Adapter, Power Supply, USB Cable, BT Dongle","5","R 10,499.00"
"EPO-1000206","1000206","EPOS BTD 800 USB-C Bluetooth Dongle","1","R 1,441.00"
"EPO-1000209","1000209","EPOS ADAPT 360 BT ANC Stereo Headset, Black, Foldable, With Dongle & Case","23","R 4,784.00"
"EPO-1000214","1000214","EPOS ADAPT 360 Earpads","8","R 288.00"
"EPO-1000223","1000204","EPOS EXPAND 30 BT Portable Speakerphone, Black-Silver, USB Adapter, USB Cable, BT Dongle","0","R 4,232.00"
"EPO-1000224","1000205","EPOS EXPAND SP 30+ BT Portable Speakerphone, Black-Silver, USB Adapter, USB Cable, BT Dongle","2","R 4,859.00"
"EPO-1000225","1000206","EPOS EXPAND SP 30T BT Portable Speakerphone, Black-Silver, USB Adapter, USB Cable, BT Dongle","5","R 4,211.00"
"EPO-1000227","1000227","EPOS BTD 800 USB Bluetooth Dongle, For ADAPT/IMPACT/EXPAND Series","1","R 1,441.00"
"EPO-1000228","1000228","#EPOS ADAPT 560 earpads","7","R 288.00"
"EPO-1000229","1000229","EPOS EXPAND 80 Mic Expansion Microphone, Black-Silver, 2.5mm Jack Plug","5","R 3,439.00"
"EPO-1000234","1000234","#EPOS GSA 70 Dongle, Wireless USB Dongle, High Speed Low Latency Connection for GSP 670","3","R 692.00"
"EPO-1000241","1000241","#EPOS GSA 50 Headset Hanger","9","R 692.00"
"EPO-1000262","1000262","#EPOS GSA 370 Dongle, Wireless USB Dongle for GSP 370","1","R 394.00"
"EPO-1000299","1000299","EPOS SDW D1 USB, USB DECT Dongle","10","R 2,402.00"
"EPO-1000300","1000300","EPOS IMPACT SDW 5011 3-in-1 HS with DECT Dongle","8","R 5,744.00"
"EPO-1000303","1000303","EPOS Universal Power Adapter for EXPAND 80/80T/DW","0","R 576.00"
"EPO-1000418","1000418","EPOS ADAPT 660 Earpads, For ADAPT 660","21","R 423.00"
"EPO-1000419","1000419","#EPOS Audio Cable with Remote","4","R 519.00"
"EPO-1000430","1000430","EPOS PC 3 CHAT Stereo Headset, Supra-aural, Black, 2m, Noise Cancelling Mic, 2x 3.5mm Jack","0","R 431.00"
"EPO-1000431","1000431","EPOS PC 7 USB Over Head Monaural Voip Headset, 2m Cable, Noise Cancelling Microphone","48","R 648.00"
"EPO-1000432","1000432","EPOS PC 8 USB Over Head Binaural Voip Headset, 2m Cable, Noise Cancelling Microphone","9","R 756.00"
